"Aircraft Manufacturer","Aircraft Type","Aircraft Model Variant","Aircraft Variant Detail","Engine Manufacturer","Engine Type","Engine Model Variant","Engine Variant Detail","APU Full Name","Aircraft Registration Number","Aircraft Serial Number","Aircraft Status","Aircraft Delivery Date","Aircraft Lease Termination Date","Operator","Operator Region","Operator Country","Operator Phone","Operator Email","Registered Owner/Manager","In Service","On Order","Stored","Hours","Cycles","Age (Since Delivery)","Number of Engines for Operators"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","CC-BAZ","5229","In Service","07/20/2012","","LATAM Chile","Latin America","Chile","+56-2-687-2400","customerservice@lan.com","LATAM AIRLINES GROUP S.A.","1",,,"36515","25159","13.30","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","CC-BFB","5263","In Service","08/22/2012","","LATAM Chile","Latin America","Chile","+56-2-687-2400","customerservice@lan.com","LATAM AIRLINES GROUP S.A.","1",,,"32628","27898","13.20","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","CC-BFK","5548","In Service","04/18/2013","","LATAM Chile","Latin America","Chile","+56-2-687-2400","customerservice@lan.com","GAVIOTA LEASING LTD.","1",,,"34516","25050","12.60","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","CC-BFM","5586","In Service","05/07/2013","","LATAM Chile","Latin America","Chile","+56-2-687-2400","customerservice@lan.com","GAVIOTA LEASING LTD.","1",,,"34401","24844","12.60","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","PR-MYY","5591","In Service","04/23/2013","","LATAM Brasil","Latin America","Brazil","+55-11-5582-8711","-","GAVIOTA LEASING LTD.","1",,,"37525","23351","12.70","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","CC-BFP","5707","In Service","07/18/2013","","LATAM Chile","Latin America","Chile","+56-2-687-2400","customerservice@lan.com","BANK OF UTAH [TRUSTEE]","1",,,"34341","24444","12.30","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","N724AV","6153","In Service","07/16/2014","06/30/2029","Avianca","Latin America","Colombia","+57-601-371-5901","preferencia@avianca.com","BANK OF UTAH [TRUSTEE]","1",,,"24076","20966","11.40","2"
"Airbus","A321-200N","200N","251NX","CFM","LEAP","1A","1A32","-","PR-...","AD0004","On Order","03/15/2028","","Azul Linhas Aereas Brasileiras S.A.","Latin America","Brazil","+55-11-4003-1118 (General)","imprensa@voeazul.com.br (Media Rel.)","UNDETERMINED",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","251NX","CFM","LEAP","1A","1A32","-","PR-...","AD0008","On Order","11/15/2028","","Azul Linhas Aereas Brasileiras S.A.","Latin America","Brazil","+55-11-4003-1118 (General)","imprensa@voeazul.com.br (Media Rel.)","UNDETERMINED",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","251NX","CFM","LEAP","1A","1A32","-","PR-...","AD0011","On Order","07/15/2029","","Azul Linhas Aereas Brasileiras S.A.","Latin America","Brazil","+55-11-4003-1118 (General)","imprensa@voeazul.com.br (Media Rel.)","UNDETERMINED",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","PS-LBG","11701","In Service","11/29/2023","","LATAM Brasil","Latin America","Brazil","+55-11-5582-8711","-","ALC CLOVER IRELAND LTD.","1",,,"0","0","2.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","CC-...","KK1045","On Order","08/15/2027","","LATAM Chile","Latin America","Chile","+56-2-687-2400","customerservice@lan.com","LAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","PS-LBE","11630","In Service","11/27/2023","","LATAM Brasil","Latin America","Brazil","+55-11-5582-8711","-","UMB BANK [TRUSTEE]","1",,,"0","0","2.00","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","PR-XBH","11597","In Service","09/01/2023","","LATAM Brasil","Latin America","Brazil","+55-11-5582-8711","-","HIGH RIDGE AVIATION TRADING 3 LTD.","1",,,"7407","4142","2.30","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","XA-VSZ","10771","In Service","05/09/2022","","Volaris","Latin America","Mexico","+52-55-1102-8000","-","STAR RISING AVIATION 16 LTD.","1",,,"9114","4069","3.60","2"
"Airbus","A330-300F","300F","343X(P2F)","Rolls-Royce","TRENT","700","772B-60","Honeywell (Garrett) GTCP331-350C","N337QT","0791","In Service","10/23/2006","05/22/2034","AeroUnion","Latin America","Mexico","+52-55-4777-7710 (General)","aarellano@aerounion.com.mx (Sales/Mkt)","BANK OF UTAH [TRUSTEE]","1",,,"43741","17784","19.20","2"
"Airbus","A330-200F","200F","243(P2F)","Rolls-Royce","TRENT","700","772B-60","Honeywell (Garrett) GTCP331-350C","EI-MAA","0854","In Service","10/15/2007","04/01/2030","MasAir","Latin America","Mexico","+52-55-786-9555 (General)","my@masair.com (General)","WILMINGTON TRUST SP SVCS (DUB) [TRUSTEE]","1",,,"71105","12374","18.20","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","PR-TYK","6528","In Service","03/25/2015","","LATAM Brasil","Latin America","Brazil","+55-11-5582-8711","-","BANK OF UTAH [TRUSTEE]","1",,,"30538","17943","10.70","2"
"Airbus","A319-100","100","115(W)","CFM","CFM56","5B","5B7/3","-","N741AV","6617","In Service","06/09/2015","10/31/2025","Avianca","Latin America","Colombia","+57-601-371-5901","preferencia@avianca.com","UMB BANK [TRUSTEE]","1",,,"24510","12615","10.50","2"
"Airbus","A321-200","200","211(W)","CFM","CFM56","5B","5B3/3","-","PT-XPG","6685","In Service","07/13/2015","07/12/2027","LATAM Brasil","Latin America","Brazil","+55-11-5582-8711","-","BANK OF UTAH [TRUSTEE]","1",,,"25673","13013","10.30","2"
"Airbus","A320-200N","200N","251N","CFM","LEAP","1A","1A26","-","N...AV","AT0075","On Order","05/15/2026","","Avianca","Latin America","Colombia","+57-601-371-5901","preferencia@avianca.com","AVIANCA",,"1",,"0","0","0.00","2"
"Airbus","A320-200N","200N","251N","CFM","LEAP","1A","1A26","-","N...AV","AT0079","On Order","08/15/2026","","Avianca","Latin America","Colombia","+57-601-371-5901","preferencia@avianca.com","AVIANCA",,"1",,"0","0","0.00","2"
"Airbus","A320-200N","200N","251N","CFM","LEAP","1A","1A26","-","N...AV","AT0083","On Order","01/15/2027","","Avianca","Latin America","Colombia","+57-601-371-5901","preferencia@avianca.com","AVIANCA",,"1",,"0","0","0.00","2"
"Airbus","A320-200N","200N","251N","CFM","LEAP","1A","1A26","-","N...AV","AT0086","On Order","02/15/2027","","Avianca","Latin America","Colombia","+57-601-371-5901","preferencia@avianca.com","AVIANCA",,"1",,"0","0","0.00","2"
"Airbus","A320-200N","200N","251N","CFM","LEAP","1A","1A26","-","N...AV","AT0103","On Order","06/15/2028","","Avianca","Latin America","Colombia","+57-601-371-5901","preferencia@avianca.com","AVIANCA",,"1",,"0","0","0.00","2"
"Airbus","A321-200","200","211(W)","CFM","CFM56","5B","5B3/3","-","PT-XPJ","6798","In Service","10/21/2015","","LATAM Brasil","Latin America","Brazil","+55-11-5582-8711","-","LATAM AIRLINES GROUP S.A.","1",,,"25007","12666","10.10","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","PR-TYP","6800","In Service","10/29/2015","","LATAM Brasil","Latin America","Brazil","+55-11-5582-8711","-","BANK OF UTAH [TRUSTEE]","1",,,"29072","16590","10.10","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","PR-TYQ","6806","In Service","11/05/2015","","LATAM Brasil","Latin America","Brazil","+55-11-5582-8711","-","BANK OF UTAH [TRUSTEE]","1",,,"29102","16995","10.10","2"
"Airbus","A321-200","200","211(W)","CFM","CFM56","5B","5B3/3","-","CC-BEH","6894","In Service","12/07/2015","","LATAM Chile","Latin America","Chile","+56-2-687-2400","customerservice@lan.com","WILMINGTON TRUST COMPANY [TRUSTEE]","1",,,"26406","15546","10.00","2"
"Airbus","A321-200","200","211(W)","CFM","CFM56","5B","5B3/3","-","PT-XPN","7005","In Service","02/29/2016","","LATAM Brasil","Latin America","Brazil","+55-11-5582-8711","-","LATAM AIRLINES GROUP S.A.","1",,,"25367","12641","9.70","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","N529VL","7102","In Service","07/07/2017","","Volaris El Salvador","Latin America","El Salvador","-","-","WILMINGTON TRUST COMPANY [TRUSTEE]","1",,,"25155","10876","9.60","2"
"Airbus","A320-200N","200N","251N","CFM","LEAP","1A","1A26","-","N...AV","AT9030","On Order","02/15/2031","","Avianca","Latin America","Colombia","+57-601-371-5901","preferencia@avianca.com","AVIANCA",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","CC-...","KK1038","On Order","03/15/2026","","LATAM Chile","Latin America","Chile","+56-2-687-2400","customerservice@lan.com","LAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A320-200N","200N","253N","CFM","LEAP","1A","1A29","-","PR-YRL","8005","In Service","12/14/2017","","Azul Linhas Aereas Brasileiras S.A.","Latin America","Brazil","+55-11-4003-1118 (General)","imprensa@voeazul.com.br (Media Rel.)","WILMINGTON TRUST SP SVCS (DUB) [TRUSTEE]","1",,,"26608","14077","7.90","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","XA-VRZ","10469","In Service","06/30/2021","","Volaris","Latin America","Mexico","+52-55-1102-8000","-","UMB BANK [TRUSTEE]","1",,,"10856","4941","4.40","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","XA-VSV","11169","Stored","11/24/2022","","Volaris","Latin America","Mexico","+52-55-1102-8000","-","VOLSOC LTD.",,,"1","8515","3695","3.00","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","N547VL","11258","In Service","02/07/2023","02/07/2029","Volaris Costa Rica","Latin America","Costa Rica","+506-4002-7462","-","WILMINGTON TRUST COMPANY [TRUSTEE]","1",,,"9402","3613","2.90","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","CC-...","JA0012","On Order","10/15/2027","","JetSMART Airlines SpA","Latin America","Chile","+56-2-27-31-8787","-","JETSMART AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","CC-...","JA0015","On Order","04/15/2028","","JetSMART Airlines SpA","Latin America","Chile","+56-2-27-31-8787","-","JETSMART AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","XA-...","VU0084","On Order","06/15/2027","","Volaris","Latin America","Mexico","+52-55-1102-8000","-","VOLARIS",,"1",,"0","0","0.00","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","XA-...","VU0085","On Order","07/15/2027","","Volaris","Latin America","Mexico","+52-55-1102-8000","-","VOLARIS",,"1",,"0","0","0.00","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","XA-...","VU0087","On Order","11/15/2027","","Volaris","Latin America","Mexico","+52-55-1102-8000","-","VOLARIS",,"1",,"0","0","0.00","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","XA-...","VU0103","On Order","06/15/2030","","Volaris","Latin America","Mexico","+52-55-1102-8000","-","VOLARIS",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","XA-...","VU1012","On Order","06/15/2026","","Volaris","Latin America","Mexico","+52-55-1102-8000","-","VOLARIS",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","XA-...","VU1014","On Order","08/15/2026","","Volaris","Latin America","Mexico","+52-55-1102-8000","-","VOLARIS",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","XA-...","VU1022","On Order","06/15/2027","","Volaris","Latin America","Mexico","+52-55-1102-8000","-","VOLARIS",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","XA-...","VU1025","On Order","10/15/2027","","Volaris","Latin America","Mexico","+52-55-1102-8000","-","VOLARIS",,"1",,"0","0","0.00","2"
"Airbus","A320-200N","200N","251N","CFM","LEAP","1A","1A26","-","N766AV","8096","In Service","03/19/2018","02/15/2030","Avianca","Latin America","Colombia","+57-601-371-5901","preferencia@avianca.com","WELLS FARGO TRUST COMPANY [TRUSTEE]","1",,,"24639","8534","7.70","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","XA-VMD","8255","In Service","08/20/2018","","VIVA","Latin America","Mexico","+52-8182-150150","contactoarco@vivaaerobus.com","VERMILLION AVIATION (TWO) LTD.","1",,,"13134","8795","7.60","2"
"Airbus","A320-200N","200N","251N","CFM","LEAP","1A","1A26","-","N776AV","8280","In Service","07/03/2018","07/02/2026","Avianca","Latin America","Colombia","+57-601-371-5901","preferencia@avianca.com","WELLS FARGO TRUST COMPANY [TRUSTEE]","1",,,"22572","6904","7.40","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","XA-VXL","11413","In Service","07/13/2023","","VIVA","Latin America","Mexico","+52-8182-150150","contactoarco@vivaaerobus.com","STAR RISING AVIATION 24 LTD.","1",,,"7472","4196","2.40","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","XA-VXO","11556","In Service","08/16/2023","","VIVA","Latin America","Mexico","+52-8182-150150","contactoarco@vivaaerobus.com","STAR RISING AVIATION 24 LTD.","1",,,"7850","4188","2.20","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","XA-VXN","11543","In Service","10/13/2023","","VIVA","Latin America","Mexico","+52-8182-150150","contactoarco@vivaaerobus.com","VB BALTHAZAR LEASING LTD.","1",,,"6813","3791","2.20","2"
"Airbus","A320-200N","200N","251N","CFM","LEAP","1A","1A26","-","CC-AZC","8444","In Service","09/20/2018","","Sky Airline","Latin America","Chile","+56-600-600-2828 (Call Center)","empresas@skyairline.cl","GASL LEASING IRELAND NO. 1 LTD.","1",,,"16449","10455","7.20","2"
"Airbus","A320-200N","200N","253N","CFM","LEAP","1A","1A29","-","PR-YRW","8687","In Service","12/21/2018","","Azul Linhas Aereas Brasileiras S.A.","Latin America","Brazil","+55-11-4003-1118 (General)","imprensa@voeazul.com.br (Media Rel.)","WILMINGTON TRUST SP SVCS (DUB) [TRUSTEE]","1",,,"22967","12422","6.90","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","PS-LHI","8789","Stored","03/06/2019","","LATAM Brasil","Latin America","Brazil","+55-11-5582-8711","-","AIRCASTLE (IRELAND) DAC",,,"1","9587","6662","6.70","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","N541VL","8844","In Service","07/31/2019","","Volaris El Salvador","Latin America","El Salvador","-","-","WILMINGTON TRUST COMPANY [TRUSTEE]","1",,,"16637","6964","6.30","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","HK-5320","9010","In Service","06/07/2019","","Avianca","Latin America","Colombia","+57-601-371-5901","preferencia@avianca.com","BANK OF UTAH [TRUSTEE]","1",,,"12697","12402","6.50","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","CC-AWJ","9194","In Service","10/03/2019","10/01/2031","JetSMART Airlines SpA","Latin America","Chile","+56-2-27-31-8787","-","WILMINGTON TRUST SP SVCS (DUB) [TRUSTEE]","1",,,"16945","11241","6.20","2"
"Airbus","A320-200N","200N","251N","CFM","LEAP","1A","1A26","-","CC-AZM","9146","In Service","10/24/2019","","Sky Airline","Latin America","Chile","+56-600-600-2828 (Call Center)","empresas@skyairline.cl","STAR RISING AVIATION 11 LTD.","1",,,"16540","9773","6.10","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","PR-XBE","9190","In Service","09/26/2019","","LATAM Brasil","Latin America","Brazil","+55-11-5582-8711","-","ALMA LEASING COMPANY LTD.","1",,,"10798","7006","6.20","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","CC-AWK","9328","Stored","11/26/2019","","JetSMART Airlines SpA","Latin America","Chile","+56-2-27-31-8787","-","WILMINGTON TRUST SP SVCS (DUB) [TRUSTEE]",,,"1","14973","9924","6.00","2"
"Airbus","A321-200N","200N","251NX","CFM","LEAP","1A","1A32","-","CC-DCD","11762","In Service","11/24/2023","","Sky Airline","Latin America","Chile","+56-600-600-2828 (Call Center)","empresas@skyairline.cl","ALC CLOVER IRELAND LTD.","1",,,"5506","2918","2.00","2"
"Airbus","A320-200N","200N","251N","CFM","LEAP","1A","1A26","-","PR-YSE","9426","In Service","12/28/2019","","Azul Linhas Aereas Brasileiras S.A.","Latin America","Brazil","+55-11-4003-1118 (General)","imprensa@voeazul.com.br (Media Rel.)","WILMINGTON TRUST SP SVCS (DUB) [TRUSTEE]","1",,,"19276","10131","5.90","2"
"Airbus","A321-200N","200N","271NY (XLR)","Pratt & Whitney","PW1000G","N/A","(1133GR-JM)","-","CC-...","JA1020","On Order","06/15/2029","","JetSMART Airlines SpA","Latin America","Chile","+56-2-27-31-8787","-","JETSMART AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","CC-...","LA0129","On Order","10/15/2026","","LATAM Chile","Latin America","Chile","+56-2-687-2400","customerservice@lan.com","LAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","CC-...","KK1063","On Order","05/15/2028","","LATAM Chile","Latin America","Chile","+56-2-687-2400","customerservice@lan.com","LAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","CC-...","KK1070","On Order","10/15/2029","","LATAM Chile","Latin America","Chile","+56-2-687-2400","customerservice@lan.com","LAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","XA-...","VU1047","On Order","10/15/2026","","Volaris","Latin America","Mexico","+52-55-1102-8000","-","VOLARIS",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","XA-...","VU1049","On Order","01/15/2027","","Volaris","Latin America","Mexico","+52-55-1102-8000","-","VOLARIS",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","XA-...","VU1067","On Order","07/15/2029","","Volaris","Latin America","Mexico","+52-55-1102-8000","-","VOLARIS",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","CC-...","JA1030","On Order","10/15/2026","","JetSMART Airlines SpA","Latin America","Chile","+56-2-27-31-8787","-","JETSMART AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","CC-...","JA1039","On Order","05/15/2028","","JetSMART Airlines SpA","Latin America","Chile","+56-2-27-31-8787","-","JETSMART AIRLINES",,"1",,"0","0","0.00","2"
