"Aircraft Manufacturer","Aircraft Type","Aircraft Model Variant","Aircraft Variant Detail","Engine Manufacturer","Engine Type","Engine Model Variant","Engine Variant Detail","APU Full Name","Aircraft Registration Number","Aircraft Serial Number","Aircraft Status","Aircraft Delivery Date","Aircraft Lease Termination Date","Operator","Operator Region","Operator Country","Operator Phone","Operator Email","Registered Owner/Manager","In Service","On Order","Stored","Hours","Cycles","Age (Since Delivery)","Number of Engines for Operators"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/P","-","G-EZBV","3122","In Service","05/23/2007","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","AIRCASTLE LTD.","1",,,"48160","32597","18.50","2"
"Airbus","A319-100","100","112","CFM","CFM56","5B","5B6/P","-","EC-MIQ","3169","In Service","06/21/2007","","Vueling Airlines S.A.","Western Europe","Spain","+34-93-378-7878","reception@vueling.com","SERAPH AVIATION MANAGEMENT LTD.","1",,,"44554","29101","18.40","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/P","-","G-EZBZ","3184","In Service","07/13/2007","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET LEASING LTD.","1",,,"47521","32854","18.40","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","OO-SNK","3373","In Service","01/22/2008","","Brussels Airlines","Western Europe","Belgium","+32-2-7818-8889","reception@brusselsairlines.com","CELESTIAL AVIATION TRADING 10 LTD.","1",,,"54647","24997","17.80","2"
"Airbus","A320-200","200","216","CFM","CFM56","5B","5B6/3","-","EC-KMI","3400","In Service","02/14/2008","","Volotea, SL","Western Europe","Spain","+34-93-117-1777 (General)","info@volotea.com (General)","AVOLON","1",,,"41281","29444","17.80","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","9H-SLE","3475","Stored","04/18/2008","","SmartLynx Malta","Western Europe","Malta","+356-2747-0963","info@smartlynx.aero","AERCAP IRELAND LTD.",,,"1","43853","26091","17.60","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","9H-EUP","3540","In Service","07/10/2008","","Eurowings Europe Ltd.","Western Europe","Malta","-","-","CELESTIAL AVIATION TRADING 17 LTD.","1",,,"46511","29265","17.40","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","EC-NOP","3597","In Service","08/06/2008","","Volotea, SL","Western Europe","Spain","+34-93-117-1777 (General)","info@volotea.com (General)","CRESCENT LEASING 4 LTD.","1",,,"51465","35231","17.30","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/3","-","OE-LKM","3675","In Service","10/08/2008","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET LEASING LTD.","1",,,"46406","30832","17.20","2"
"Airbus","A319-100","100","112","CFM","CFM56","5B","5B6/3","-","D-ABGQ","3700","In Service","11/13/2008","","Eurowings GmbH","Western Europe","Germany","+49-231-9245-7700","contact@eurowings.com","BOC AVIATION LTD.","1",,,"31032","24153","17.00","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/3","-","G-EZDV","3742","In Service","12/15/2008","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET LEASING LTD.","1",,,"44142","30705","16.90","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","G-EZTA","3805","In Service","02/19/2009","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET LEASING LTD.","1",,,"48882","27810","16.70","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/3","-","OE-LQM","3824","In Service","03/10/2009","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET","1",,,"46023","30432","16.70","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","G-EZTB","3843","In Service","04/09/2009","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET LEASING LTD.","1",,,"47995","26658","16.70","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","OE-INP","3913","In Service","05/19/2009","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET","1",,,"51210","24793","16.50","2"
"Airbus","A320-200","200","216","CFM","CFM56","5B","5B6/3","-","2-IDTI","3976","Stored","09/25/2009","","CDB Aviation","Western Europe","Ireland","+353-1-567-7407","pr.cdb@CDBAviation.aero (Marketing Communications)","TIANJIN YUQING CHUNJIANG AVN TECH CO LTD",,,"1","32012","24876","16.30","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/3","-","OE-LQS","4040","In Service","09/18/2009","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET","1",,,"45103","27868","16.20","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","HB-JLQ","4673","In Service","04/20/2011","","Edelweiss Air AG","Western Europe","Switzerland","+41-43-816-5060","office@edelweissair.ch","KITAHARA SANGYO COMPANY LTD.","1",,,"32778","24743","14.60","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","EI-DVL","4678","In Service","04/27/2011","","Aer Lingus Ltd.","Western Europe","Ireland","+353-1-886-2222","-","AER LINGUS","1",,,"37714","22541","14.60","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","G-EZUI","4721","In Service","05/20/2011","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET","1",,,"43574","22577","14.50","2"
"Airbus","A321-200","200","212","CFM","CFM56","5B","5B1/3","-","F-GTAZ","4901","In Service","11/23/2011","","Air France","Western Europe","France","+33-1-4156-7800","-","TC SKYWARD AVIATION IRELAND LTD.","1",,,"31275","22124","14.10","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/3","-","EI-IMS","4910","In Service","11/17/2011","","ITA Airways","Western Europe","Italy","+39-6-4761-1","-","FTAI ITALIA DAC","1",,,"27756","25779","14.00","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","EC-OFZ","4959","In Service","12/22/2011","","Vueling Airlines S.A.","Western Europe","Spain","+34-93-378-7878","reception@vueling.com","UMB BANK [TRUSTEE]","1",,,"36008","12198","13.90","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","HB-JXB","5111","In Service","04/19/2012","","easyJet Switzerland S.A.","Western Europe","Switzerland","+41-22-717-8820","-","EASYJET","1",,,"38651","23020","13.70","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/3","-","LZ-MAK","5130","Stored","05/22/2012","","CDB Aviation","Western Europe","Ireland","+353-1-567-7407","pr.cdb@CDBAviation.aero (Marketing Communications)","GY AVIATION LEASE 103 COMPANY LTD.",,,"1","18380","17001","13.60","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","9H-LMJ","5140","In Service","05/10/2012","","Lauda Europe Ltd.","Western Europe","Malta","-","-","CELESTIAL ECA TRADING 1 LTD.","1",,,"38463","18338","13.50","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","G-EZWA","5201","In Service","06/26/2012","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","AVIACION BRITANICA AIE","1",,,"38564","20170","13.40","2"
"Airbus","A319-100","100","112","CFM","CFM56","5B","5B6/3","-","D-AIBH","5239","In Service","07/30/2012","","Lufthansa German Airlines","Western Europe","Germany","+49-69-6960","impressum_de@lufthansa.com","LUFTHANSA","1",,,"29744","28251","13.30","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","OE-LZC","5278","In Service","09/27/2012","","Austrian Airlines AG","Western Europe","Austria","+43-5-1766-1000 (Information)","public.relations@austrian.com","ACG AIRCRAFT LEASING IRELAND LTD.","1",,,"30925","19812","13.20","2"
"Airbus","A320-200","200","216(W)","CFM","CFM56","5B","5B6/3","-","EC-LUL","5486","In Service","02/21/2013","","Iberia Airlines of Spain SA","Western Europe","Spain","+34-91-587-8787","-","IBERIA","1",,,"30538","20309","12.80","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","EC-LZD","5642","In Service","06/10/2013","","Iberojet","Western Europe","Spain","+34-971-448-082","catering@evelopair.com","AERCAP B.V.","1",,,"28983","12060","12.50","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","9H-MLO","5653","In Service","06/14/2013","11/01/2025","Eurowings GmbH","Western Europe","Germany","+49-231-9245-7700","contact@eurowings.com","AVION EXPRESS MALTA","1",,,"29351","15105","12.40","2"
"Airbus","A320-200","200","216(W)","CFM","CFM56","5B","5B6/3","-","EC-LYE","5729","In Service","08/28/2013","","Iberia Express","Western Europe","Spain","+34-91-590 14 37","comunicacion@iberiaexpress.com","BOC AVIATION LTD.","1",,,"34716","19476","12.20","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","OE-IDU","5844","In Service","11/08/2013","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","MACQUARIE AIRFINANCE ACQUISITIONS(IRLND)","1",,,"23900","12116","12.10","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","OE-IDX","5926","In Service","01/14/2014","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","MACQUARIE AIRFINANCE ACQUISITIONS(IRLND)","1",,,"23979","12150","11.90","2"
"Airbus","A321-200","200","211(W)","CFM","CFM56","5B","5B3/3","-","D-AIAD","6053","In Service","04/07/2014","","Condor Flugdienst GmbH","Western Europe","Germany","+49-6107-939-0","-","AVIATION CAPITAL GROUP LLC","1",,,"30539","10147","11.70","2"
"Airbus","A321-200","200","211(W)","CFM","CFM56","5B","5B3/3","-","D-AIAS","6122","In Service","05/13/2014","","Condor Flugdienst GmbH","Western Europe","Germany","+49-6107-939-0","-","ALC AIRCRAFT LTD.","1",,,"30996","9052","11.50","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","HB-JXR","6177","In Service","07/09/2014","","easyJet Switzerland S.A.","Western Europe","Switzerland","+41-22-717-8820","-","EASYJET","1",,,"32498","18840","11.30","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","OE-IVL","6188","In Service","07/09/2014","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET","1",,,"32307","18721","11.30","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","EC-MDK","6328","In Service","10/29/2014","","Iberia Airlines of Spain SA","Western Europe","Spain","+34-91-587-8787","-","AIRCASTLE LTD.","1",,,"27516","17386","11.10","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","OE-IJI","6509","In Service","03/06/2015","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET","1",,,"29918","17207","10.70","2"
"Airbus","A320-200N","200N","251N","CFM","LEAP","1A","1A26","-","SX-IOB","12164","In Service","06/27/2024","","Sky Express S.A.","Western Europe","Greece","+30-2810-223800","commercial@skyexpress.gr","ACCIPITER HOLDINGS LTD.","1",,,"3895","2487","1.40","2"
"Airbus","A300C4-600R/F4-600R","C4-600R/F4-600R","B4-622R(F)","Pratt & Whitney","PW4000","94","94 (4158)","-","D-AEAA","743","In Service","01/13/1995","","European Air Transport Leipzig GmbH","Western Europe","Germany","+49-341-4499-01","-","EUROPEAN AIR TRANSPORT LEIPZIG","1",,,"44830","23198","31.20","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/2P","-","OH-LXL","2146","In Service","12/19/2003","","Finnair Oyj","Western Europe","Finland","+358-9-81881","-","FINNAIR AIRCRAFT FINANCE LTD.","1",,,"54171","30989","22.00","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/P","-","OO-SSV","2196","In Service","04/22/2004","","Brussels Airlines","Western Europe","Belgium","+32-2-7818-8889","reception@brusselsairlines.com","CELESTIAL AVIATION TRADING 51 LTD.","1",,,"50067","39144","21.70","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/P","-","EC-MUU","2253","In Service","06/22/2004","","Volotea, SL","Western Europe","Spain","+34-93-117-1777 (General)","info@volotea.com (General)","CELESTIAL AVIATION TRADING 34 LTD.","1",,,"60959","34750","21.50","2"
"Airbus","A321-200","200","213","CFM","CFM56","5B","5B2/P","-","EC-JDM","2357","In Service","12/17/2004","","Iberia Airlines of Spain SA","Western Europe","Spain","+34-91-587-8787","-","AIRCRAFT MSN 2357 LLC","1",,,"54736","30493","21.00","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/P","-","EC-JFN","2391","In Service","04/04/2005","","Iberia Express","Western Europe","Spain","+34-91-590 14 37","comunicacion@iberiaexpress.com","AIRCRAFT MSN 2391 LLC","1",,,"47512","33048","20.70","2"
"Airbus","A319-100","100","112","CFM","CFM56","5B","5B6/P","-","D-AIBN","2416","In Service","03/08/2005","","Lufthansa CityLine GmbH","Western Europe","Germany","+49-2203-5960","lh-cityline@dlh.de (General)","AUSTRIAN AIRLINES","1",,,"51844","33502","20.70","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/P","-","EC-NOY","2633","In Service","12/23/2005","","Volotea, SL","Western Europe","Spain","+34-93-117-1777 (General)","info@volotea.com (General)","WILMINGTON TRUST SP SVCS (DUB) [TRUSTEE]","1",,,"66296","33453","19.90","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/P","-","EC-MBK","2658","In Service","01/26/2006","","Volotea, SL","Western Europe","Spain","+34-93-117-1777 (General)","info@volotea.com (General)","CELESTIAL AVIATION TRADING 56 LTD.","1",,,"50490","38737","19.80","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/P","-","EC-JTQ","2794","In Service","06/12/2006","","Vueling Airlines S.A.","Western Europe","Spain","+34-93-378-7878","reception@vueling.com","AERCAP B.V.","1",,,"47418","35024","19.50","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/P","-","G-EZBH","2959","In Service","12/15/2006","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","AIRCASTLE LTD.","1",,,"49812","34000","19.00","2"
"Airbus","A319-100","100","112","CFM","CFM56","5B","5B6/P","-","EC-MGF","3028","In Service","02/13/2007","","Vueling Airlines S.A.","Western Europe","Spain","+34-93-378-7878","reception@vueling.com","AFS INVESTMENTS 58 LLC","1",,,"45305","27796","18.80","2"
"Airbus","A319-100","100","112","CFM","CFM56","5B","5B6/P","-","EC-MIR","3377","In Service","01/25/2008","","Vueling Airlines S.A.","Western Europe","Spain","+34-93-378-7878","reception@vueling.com","RBS AEROSPACE LTD.","1",,,"43980","29138","17.80","2"
"Airbus","A319-100","100","112","CFM","CFM56","5B","5B6/3","-","EC-NDH","3403","In Service","02/21/2008","","Volotea, SL","Western Europe","Spain","+34-93-117-1777 (General)","info@volotea.com (General)","AWAS BERMUDA 1 LTD.","1",,,"45467","21543","17.70","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","F-GKXO","3420","In Service","03/07/2008","","Air France","Western Europe","France","+33-1-4156-7800","-","XLEASE MSN 3420 LTD.","1",,,"45901","21255","17.70","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","9H-EUO","3516","In Service","05/19/2008","","Eurowings Europe Ltd.","Western Europe","Malta","-","-","AERCAP AVIATION SOLUTIONS B.V.","1",,,"37823","22715","17.50","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/3","-","G-EZDM","3571","In Service","07/01/2008","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","UNKNOWN LESSOR","1",,,"46290","30648","17.40","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","9H-EUQ","3594","In Service","09/15/2008","","Eurowings Europe Ltd.","Western Europe","Malta","-","-","CELESTIAL AVIATION TRADING 17 LTD.","1",,,"44264","27501","17.30","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","LY-NRU","3596","In Service","09/05/2008","11/01/2025","Condor Flugdienst GmbH","Western Europe","Germany","+49-6107-939-0","-","GENESIS AIRCRAFT SERVICES LTD.","1",,,"46419","21731","17.20","2"
"Airbus","A320-200","200","216","CFM","CFM56","5B","5B6/3","-","EI-DSW","3609","In Service","11/07/2008","","ITA Airways","Western Europe","Italy","+39-6-4761-1","-","SUNFLOWER AIRCRAFT LEASING LTD.","1",,,"35092","28254","17.20","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/3","-","OE-LKD","3720","In Service","11/26/2008","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET LEASING LTD.","1",,,"45618","30598","17.00","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","EI-EDP","3781","In Service","02/10/2009","","Aer Lingus Ltd.","Western Europe","Ireland","+353-1-886-2222","-","RBS AEROSPACE LTD.","1",,,"43347","27088","16.80","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","EC-NNY","3786","In Service","02/09/2009","","Volotea, SL","Western Europe","Spain","+34-93-117-1777 (General)","info@volotea.com (General)","DUBAI AEROSPACE ENTERPRISE","1",,,"50025","24039","16.80","2"
"Airbus","A320-200","200","216","CFM","CFM56","5B","5B6/3","-","EI-DTE","3885","In Service","05/05/2009","","ITA Airways","Western Europe","Italy","+39-6-4761-1","-","MAM AIRCRAFT LEASING 6 (IRELAND) DAC","1",,,"35464","28167","16.60","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","9H-EUR","3908","In Service","05/26/2009","","Eurowings Europe Ltd.","Western Europe","Malta","-","-","CELESTIAL ECA TRADING 3 LTD.","1",,,"33627","22707","16.50","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","EC-NPC","3931","In Service","06/30/2009","","Volotea, SL","Western Europe","Spain","+34-93-117-1777 (General)","info@volotea.com (General)","AWAS 3931 TRUST","1",,,"40499","24535","16.50","2"
"Airbus","A320-200","200","216","CFM","CFM56","5B","5B6/3","-","F-HBEV","3952","In Service","06/25/2009","","Air Corsica","Western Europe","France","+33-4-9529-0582  (Directorate Communications )","cariera@ccm-airlines.com","AIR CORSICA","1",,,"31937","30139","16.40","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","G-EZTH","3953","In Service","06/19/2009","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET","1",,,"47907","26828","16.40","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","9A-IRM","3972","In Service","07/29/2009","11/01/2025","Condor Flugdienst GmbH","Western Europe","Germany","+49-6107-939-0","-","AIRCASTLE (IRELAND) DAC","1",,,"43116","24376","16.30","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","G-EZTJ","3979","In Service","07/17/2009","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET","1",,,"47471","25161","16.40","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","G-EZTK","3991","In Service","07/24/2009","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET","1",,,"48666","26471","16.30","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/3","-","OE-LKC","4056","In Service","10/16/2009","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET","1",,,"45829","27858","16.10","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","EC-MUM","4101","In Service","11/17/2009","","Vueling Airlines S.A.","Western Europe","Spain","+34-93-378-7878","reception@vueling.com","ARAGON AVIATION LEASING LTD.","1",,,"39707","24354","16.00","2"
"Airbus","A320-200","200","216","CFM","CFM56","5B","5B6/3","-","EI-EIA","4195","In Service","07/09/2010","","ITA Airways","Western Europe","Italy","+39-6-4761-1","-","MAINSTREAM AIRCRAFT LEASING LTD.","1",,,"33256","25829","15.80","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","G-EJCH","4316","In Service","05/19/2010","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","AIR LEASE CORPORATION","1",,,"38186","20271","15.50","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","9H-EUX","4631","In Service","03/14/2011","","Eurowings Europe Ltd.","Western Europe","Malta","-","-","SMBC AVIATION CAPITAL LTD.","1",,,"33755","16894","14.70","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/3","-","G-EZGO","4785","In Service","07/20/2011","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET","1",,,"34316","25163","14.40","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/3","-","OE-LKV","4787","In Service","07/19/2011","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET","1",,,"38083","24521","14.30","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","F-HBNH","4800","In Service","08/25/2011","","Air France","Western Europe","France","+33-1-4156-7800","-","BANK OF AMERICA","1",,,"28814","25007","14.30","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","EC-LOP","4937","In Service","11/29/2011","","Vueling Airlines S.A.","Western Europe","Spain","+34-93-378-7878","reception@vueling.com","BOC AVIATION LTD.","1",,,"32754","23970","14.00","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","OE-ICK","5020","In Service","02/03/2012","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET","1",,,"39595","21419","13.80","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","G-EZUO","5052","In Service","04/04/2012","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET","1",,,"41628","20133","13.70","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","G-EZUR","5064","In Service","04/12/2012","","easyJet Airlines Co., Ltd.","Western Europe","United Kingdom","+44-1582-525252","easyjet@mailnj.custhelp.com","EASYJET","1",,,"41915","20501","13.70","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","EC-OJT","5112","In Service","04/27/2012","","Volotea, SL","Western Europe","Spain","+34-93-117-1777 (General)","info@volotea.com (General)","RISE AVIATION 3 (IRELAND) LTD.","1",,,"36983","24681","13.70","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","HB-JXD","5150","In Service","05/11/2012","","easyJet Switzerland S.A.","Western Europe","Switzerland","+41-22-717-8820","-","EASYJET","1",,,"38747","23214","13.50","2"
"Airbus","A319-100","100","112","CFM","CFM56","5B","5B6/3","-","D-AIBI","5284","In Service","09/19/2012","","Lufthansa German Airlines","Western Europe","Germany","+49-69-6960","impressum_de@lufthansa.com","LUFTHANSA","1",,,"29102","28111","13.20","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","OE-LZD","5299","In Service","10/16/2012","","Austrian Airlines AG","Western Europe","Austria","+43-5-1766-1000 (Information)","public.relations@austrian.com","ACG AIRCRAFT LEASING IRELAND LTD.","1",,,"32185","20774","13.10","2"
