"Aircraft Manufacturer","Aircraft Type","Aircraft Model Variant","Aircraft Variant Detail","Engine Manufacturer","Engine Type","Engine Model Variant","Engine Variant Detail","APU Full Name","Aircraft Registration Number","Aircraft Serial Number","Aircraft Status","Aircraft Delivery Date","Aircraft Lease Termination Date","Operator","Operator Region","Operator Country","Operator Phone","Operator Email","Registered Owner/Manager","In Service","On Order","Stored","Hours","Cycles","Age (Since Delivery)","Number of Engines for Operators"
"Boeing","737-800","800","8F2(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","TC-JFE","29767","In Service","10/30/1998","","AJet","Western Europe","Turkey","+90-212-463-6363 (General)","musteri@anadolujet.com (Customer rel.)","TURKISH AIRLINES (TURK HAVA YOLLARI)","1",,,"77970","45137","27.30","2"
"Boeing","737-800","800","8F2(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","TC-JFJ","29772","In Service","04/12/1999","","AJet","Western Europe","Turkey","+90-212-463-6363 (General)","musteri@anadolujet.com (Customer rel.)","TURKISH AIRLINES (TURK HAVA YOLLARI)","1",,,"79231","46003","26.70","2"
"Boeing","737-800F","800F","8F2(BCF)(W)","CFM","CFM56","7B","7B26","-","OE-IXW","29782","In Service","03/31/2000","","ASL Airlines Belgium","Western Europe","Belgium","+32-4-239-3000","-","BBAM FREIGHTER B LEANE 2 LTD.","1",,,"68136","38921","25.80","2"
"Boeing","737-800","800","8F2(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","TC-JFZ","29784","In Service","05/12/2000","","AJet","Western Europe","Turkey","+90-212-463-6363 (General)","musteri@anadolujet.com (Customer rel.)","TURKISH AIRLINES (TURK HAVA YOLLARI)","1",,,"76428","45365","25.60","2"
"Boeing","737-800","800","8K2(W)","CFM","CFM56","7B","7B24","Honeywell (Allied Signal) GTCP131-9B","PH-BXI","30358","In Service","08/29/2000","","KLM-Royal Dutch Airlines","Western Europe","Netherlands","+31-20-649-9123","mediarelations@klm.com","FUYO GENERAL LEASE COMPANY LTD.","1",,,"61734","40449","25.30","2"
"Boeing","737-700","700","7K2(W)","CFM","CFM56","7B","7B20","Honeywell (Allied Signal) GTCP131-9B","LX-LBR","30366","In Service","08/25/2008","","Luxair S.A.","Western Europe","Luxembourg","+352-2456-6204","info@luxair.lu (General)","LUXAIR","1",,,"41229","26996","17.30","2"
"Boeing","737-800","800","85F(W)","CFM","CFM56","7B","7B27","Honeywell (Allied Signal) GTCP131-9B","TC-MGR","30569","In Service","05/24/2001","","Mavi Gök Havacilik A.s.","Western Europe","Turkey","+90-242-212-03-13","info@mga.aero","WWTAI AIROPCO 1 BERMUDA LTD.","1",,,"46816","21107","24.60","2"
"Boeing","737-800F","800F","86J(SF)(W)","CFM","CFM56","7B","7B27","-","EI-AZC","30877","In Service","03/04/2001","","ASL Airlines (Ireland) Ltd.","Western Europe","Ireland","+353-1-812-1900 (General)","info@aslairlines.ie","UMB BANK [TRUSTEE]","1",,,"30993","15210","24.70","2"
"Boeing","737-800","800","86N(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","TC-JKY","32736","In Service","04/25/2002","","AJet","Western Europe","Turkey","+90-212-463-6363 (General)","musteri@anadolujet.com (Customer rel.)","CELESTIAL AVIATION TRADING 13 LTD.","1",,,"64747","39381","23.70","2"
"Boeing","737-800","800","86J(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EC-MUB","32920","In Service","03/31/2003","","AlbaStar S.A.","Western Europe","Spain","+34-971-575 072","info@albastar.es (General)","SASOF III (A8) AVIATION IRELAND DAC","1",,,"45556","21719","22.70","2"
"Boeing","737-900","900","9K2(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","PH-BXT","32944","In Service","05/12/2004","","KLM-Royal Dutch Airlines","Western Europe","Netherlands","+31-20-649-9123","mediarelations@klm.com","KLM ROYAL DUTCH AIRLINES","1",,,"61336","32426","21.60","2"
"Boeing","737-700","700","7K2(W)","CFM","CFM56","7B","7B24","Honeywell (Allied Signal) GTCP131-9B","YR-BMR","33465","In Service","04/25/2003","","Aeroitalia S.r.l.","Western Europe","Italy","+39-0696741634","-","HELLO JETS","1",,,"55515","26193","22.60","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B27","Honeywell (Allied Signal) GTCP131-9B","TC-SOO","33558","In Service","02/02/2004","","SunExpress","Western Europe","Turkey","+90-242-310-2626","service@sunexpress.com (General)","RBS AEROSPACE LTD.","1",,,"69034","30871","21.80","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EI-DCJ","33564","In Service","09/01/2004","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"64355","39489","21.20","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EI-DCX","33569","In Service","01/21/2005","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"63830","39243","20.90","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","9H-QEW","33580","In Service","11/07/2005","","Malta Air","Western Europe","Malta","-","-","RYANAIR","1",,,"60340","37210","20.10","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EI-DHZ","33583","In Service","12/19/2005","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"60634","36419","20.00","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","9H-QEY","33589","In Service","02/14/2006","","Malta Air","Western Europe","Malta","-","-","RYANAIR","1",,,"60080","35567","19.80","2"
"Boeing","737-800F","800F","8AS(BCF)(W)","CFM","CFM56","7B","7B26","-","OE-IWB","33595","In Service","04/24/2006","","ASL Airlines Belgium","Western Europe","Belgium","+32-4-239-3000","-","ASL AVIATION HOLDINGS DAC","1",,,"50573","31554","19.60","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EI-DYA","33631","In Service","03/04/2008","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"53568","30684","17.70","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EI-DCL","33806","In Service","10/01/2004","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"63858","38932","21.20","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","9H-QFJ","33824","In Service","12/06/2005","","Malta Air","Western Europe","Malta","-","-","RYANAIR","1",,,"60800","36120","20.00","2"
"Boeing","737-800","800","85P(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","G-DRTA","33972","In Service","11/03/2004","","Jet2.com","Western Europe","United Kingdom","+44-906-302-0660","pressoffice@jet2.com","TEAM NO. 17 COMPANY LTD.","1",,,"54204","28700","21.10","2"
"Boeing","737-800","800","8Z9(W)","CFM","CFM56","7B","7B27","Honeywell (Allied Signal) GTCP131-9B","TC-TLJ","34262","In Service","06/03/2005","","SunExpress","Western Europe","Turkey","+90-242-310-2626","service@sunexpress.com (General)","WELLS FARGO TRUST COMPANY [TRUSTEE]","1",,,"55500","24363","20.50","2"
"Boeing","737-800F","800F","8EH(BCF)(W)","CFM","CFM56","7B","7B27","-","EI-FXX","34280","In Service","11/09/2006","","Poste Air Cargo S.r.L.","Western Europe","Italy","+39-06-9666-3333","infomistralair@posteitaliane.it","UMBF TRUST/AGENCY (IRELAND)LTD [TRUSTEE]","1",,,"44986","29344","19.10","2"
"Boeing","737-800","800","8F2(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","TC-JGS","34416","In Service","07/27/2006","","Turkish Airlines, Inc.","Western Europe","Turkey","+90-212-463-6363","ocihelp@thy.com (Online check-in Call Center)","TURKISH AIRLINES (TURK HAVA YOLLARI)","1",,,"63460","33639","19.40","2"
"Boeing","737-800F","800F","8EH(BCF)(W)","CFM","CFM56","7B","7B27","-","OE-IXM","34474","In Service","07/28/2006","","ASL Airlines Belgium","Western Europe","Belgium","+32-4-239-3000","-","ASL AIRCRAFT INVESTMENT (NO. 6) LTD.","1",,,"57647","36024","19.90","2"
"Boeing","737-800F","800F","8EH(BCF)(W)","CFM","CFM56","7B","7B27","-","OE-IXN","34475","In Service","08/18/2006","","ASL Airlines Belgium","Western Europe","Belgium","+32-4-239-3000","-","ASL AIRCRAFT INVESTMENT (NO. 6) LTD.","1",,,"58437","35557","19.30","2"
"Boeing","737-800","800","808(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","G-DRTC","34702","In Service","04/18/2006","","Jet2.com","Western Europe","United Kingdom","+44-906-302-0660","pressoffice@jet2.com","JET2.PLC","1",,,"44212","18022","19.70","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EI-ENC","34980","In Service","09/30/2010","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"45153","23011","15.20","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","EI-ESS","35043","In Service","12/16/2011","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"41185","20373","14.20","2"
"Boeing","737-800","800","86N(W)","CFM","CFM56","7B","7B26/3","Honeywell (Allied Signal) GTCP131-9B","G-DRTJ","35647","In Service","06/10/2009","","Jet2.com","Western Europe","United Kingdom","+44-906-302-0660","pressoffice@jet2.com","ALIP NO. 18 COMPANY LTD.","1",,,"45120","21741","16.50","2"
"Boeing","737-800","800","85P(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","G-JZBV","35707","In Service","05/15/2008","","Jet2.com","Western Europe","United Kingdom","+44-906-302-0660","pressoffice@jet2.com","JPA NO. 114 COMPANY LTD.","1",,,"41935","27585","17.60","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","9H-QFB","36075","In Service","09/18/2007","","Malta Air","Western Europe","Malta","-","-","RYANAIR","1",,,"54937","32071","18.20","2"
"Boeing","737-800","800","86J(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","F-GZHI","36120","In Service","02/28/2013","","Transavia France S.A.S.","Western Europe","France","+33-892-058888","-","NAVIGATOR AVIATION IRELAND 13 LTD.","1",,,"18011","7623","12.70","2"
"Boeing","737-800","800","85P(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","EC-LQX","36589","In Service","07/23/2012","","Air Europa Lineas Aereas, SAU","Western Europe","Spain","+34-902-401501 (Information & Booking)","comunicacion@globalia-corp.com (Press Dept.)","MCAP EUROPE LTD.","1",,,"35857","20920","13.40","2"
"Boeing","737-800","800","84P(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","SE-RXB","36781","In Service","05/20/2010","","Norwegian Air Sweden","Western Europe","Sweden","-","-","GYRFALCON LEASING 36781 LLC","1",,,"38311","20197","15.60","2"
"Boeing","737-800","800","8K5(W)","CFM","CFM56","7B","7B27/B1","Honeywell (Allied Signal) GTCP131-9B","G-TAWB","37242","In Service","02/06/2012","","TUI UK Ltd.","Western Europe","United Kingdom","+44-01293-645700","pressofficeuk@tui.co.uk","AERGO CAPITAL LTD.","1",,,"42371","13287","13.80","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EI-DYR","37513","In Service","12/11/2008","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"50976","28789","17.20","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EI-DYX","37517","In Service","01/16/2009","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"50464","29195","17.00","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EI-EBR","37530","In Service","03/31/2009","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"51399","27640","16.70","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B24/3","Honeywell (Allied Signal) GTCP131-9B","EC-NVQ","37534","In Service","06/30/2009","","Air Europa Lineas Aereas, SAU","Western Europe","Spain","+34-902-401501 (Information & Booking)","comunicacion@globalia-corp.com (Press Dept.)","SMBC AVIATION CAPITAL LTD.","1",,,"39970","24086","16.40","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EI-EFN","37538","In Service","07/08/2009","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"49986","26977","16.40","2"
"Boeing","737-800","800","8K2(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","F-GZHK","37790","In Service","03/14/2014","","Transavia France S.A.S.","Western Europe","France","+33-892-058888","-","WELLINGTON LEASING NO. 51 LTD.","1",,,"15843","7529","11.70","2"
"Boeing","737-800","800","86N(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","LN-NIP","38044","In Service","10/04/2013","","Norwegian Air Shuttle ASA","Western Europe","Norway","+47-67-593000","post@norwegian.no","LAF LEASING IRELAND 4 LTD.","1",,,"24862","16657","12.20","2"
"Boeing","737-800","800","8K5(W)","CFM","CFM56","7B","7B27/3","Honeywell (Allied Signal) GTCP131-9B","EI-FFA","38097","In Service","02/16/2011","11/01/2025","TUI UK Ltd.","Western Europe","United Kingdom","+44-01293-645700","pressofficeuk@tui.co.uk","BANK OF UTAH [TRUSTEE]","1",,,"48359","13134","14.80","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EI-EGA","38490","In Service","11/19/2009","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"48313","26125","16.10","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EI-EKC","38495","In Service","01/19/2010","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"48242","25480","15.90","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EI-EKW","38506","In Service","03/26/2010","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"48290","25177","15.70","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EI-EMC","38510","In Service","04/21/2010","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"47620","25798","15.70","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EI-EMK","38512","In Service","05/14/2010","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"48155","25104","15.60","2"
"Boeing","737-800","800","8JP(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","F-HTVV","39019","In Service","01/09/2013","","Transavia France S.A.S.","Western Europe","France","+33-892-058888","-","JACKSON SQUARE AVIATION IRELAND LTD.","1",,,"25206","12388","12.90","2"
"Boeing","737-800","800","8JP(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","LN-NGM","39024","In Service","09/16/2013","","Norwegian Air Shuttle ASA","Western Europe","Norway","+47-67-593000","post@norwegian.no","OSLOFJORDEN LTD.","1",,,"33357","19143","12.20","2"
"Boeing","737-800","800","8JP(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","TC-JZR","39030","In Service","02/10/2014","","AJet","Western Europe","Turkey","+90-212-463-6363 (General)","musteri@anadolujet.com (Customer rel.)","PEMBROKE CAPITAL AIRCRAFT LTD.","1",,,"31673","22397","11.80","2"
"Boeing","737-800","800","8AL(W)","CFM","CFM56","7B","7B24E","Honeywell (Allied Signal) GTCP131-9B","OY-JZT","39057","In Service","04/26/2013","","Jettime A/S","Western Europe","Denmark","+45-32 -467310","passagerservice@jet-time.dk (Passenger Service)","BOC AVIATION (IRELAND) LTD.","1",,,"26956","18155","12.70","2"
"Boeing","737-800","800","8GP(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","F-HUYP","39814","In Service","04/25/2014","","Transavia France S.A.S.","Western Europe","France","+33-892-058888","-","OLEA AVIATION 1 (IRELAND) LTD.","1",,,"14860","11156","11.70","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EI-ENW","40306","In Service","02/17/2011","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"43694","22546","14.80","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EI-EPC","40312","In Service","03/30/2011","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"43894","22496","14.70","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","EI-EVS","40313","In Service","09/17/2012","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"41453","18723","13.20","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","EI-EVT","40315","In Service","09/17/2012","","Ryanair Ltd.","Western Europe","Ireland","+353-1-812-1100","-","RYANAIR","1",,,"41541","18881","13.20","2"
"Boeing","737-800","800","8HC(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","TC-SNR","40754","In Service","07/29/2010","","SunExpress","Western Europe","Turkey","+90-242-310-2626","service@sunexpress.com (General)","SUNEXPRESS","1",,,"50230","23147","15.30","2"
"Boeing","737-800","800","8HC(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","TC-SOV","40776","In Service","05/14/2010","","SunExpress","Western Europe","Turkey","+90-242-310-2626","service@sunexpress.com (General)","SUNEXPRESS","1",,,"52245","23118","15.60","2"
"Boeing","737-800","800","8JP(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","G-TUKT","40867","In Service","03/01/2011","","TUI UK Ltd.","Western Europe","United Kingdom","+44-01293-645700","pressofficeuk@tui.co.uk","SMBC AVIATION CAPITAL LTD.","1",,,"31014","15804","14.70","2"
"Boeing","737-800","800","8JP(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","SE-RRS","40869","In Service","05/23/2011","","Norwegian Air Sweden","Western Europe","Sweden","-","-","SKY VIEW AVIATION 510 TWO LTD.","1",,,"42041","24035","14.60","2"
"Boeing","737-800","800","8MA(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","TC-SPM","40945","In Service","03/20/2014","","SunExpress","Western Europe","Turkey","+90-242-310-2626","service@sunexpress.com (General)","AVOLON AEROSPACE AOE 73 LTD.","1",,,"24804","10564","11.70","2"
"Boeing","737-900ER","900ER","9F2ER(W)","CFM","CFM56","7B","7B27E","-","TC-JYB","40974","In Service","12/09/2011","","Turkish Airlines, Inc.","Western Europe","Turkey","+90-212-463-6363","ocihelp@thy.com (Online check-in Call Center)","TURKISH AIRLINES (TURK HAVA YOLLARI)","1",,,"53129","17030","14.40","2"
"Boeing","737-800","800","8F2(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","TC-JHN","40981","In Service","06/25/2012","","Turkish Airlines, Inc.","Western Europe","Turkey","+90-212-463-6363","ocihelp@thy.com (Online check-in Call Center)","TURKISH AIRLINES (TURK HAVA YOLLARI)","1",,,"44426","19418","13.40","2"
"Boeing","737-800","800","86N(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","F-HUYJ","41266","In Service","01/29/2014","","Transavia France S.A.S.","Western Europe","France","+33-892-058888","-","NAC AVIATION 46 LTD.","1",,,"20189","12881","11.80","2"
"Boeing","737-800","800","8K2(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","F-GZHU","41352","In Service","07/16/2015","","Transavia France S.A.S.","Western Europe","France","+33-892-058888","-","ALC B738 41352 LLC","1",,,"11455","5328","10.40","2"
"Boeing","737-800","800","8JP(W)(ETOPS)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","LN-NII","43877","In Service","12/15/2014","","Norwegian Air Shuttle ASA","Western Europe","Norway","+47-67-593000","post@norwegian.no","SKY HIGH XXVIII LEASING COMPANY LTD.","1",,,"28033","17103","11.00","2"
"Boeing","747-400SF","400SF","433(SF)","Pratt & Whitney","PW4000","94","94 (4056)","-","G-UNET","25075","In Service","08/30/1991","","One Air Ltd.","Western Europe","United Kingdom","+44-203-176-1700","ops@oneair.aero","74 24998 LLC","1",,,"73243","13146","34.30","4"
"Boeing","747-400","400","430","GE","CF6","80C2","80C2B1F","Pratt & Whitney Canada 901A","D-ABVW","29493","In Service","03/13/1999","","Lufthansa German Airlines","Western Europe","Germany","+49-69-6960","impressum_de@lufthansa.com","LUFTHANSA","1",,,"116878","13838","26.70","4"
"Boeing","747-400 SCD/combi","400 SCD/combi","430(SCD)","GE","CF6","80C2","80C2B1F","-","D-ABTK","29871","In Service","12/19/2001","","Lufthansa German Airlines","Western Europe","Germany","+49-69-6960","impressum_de@lufthansa.com","LUFTHANSA","1",,,"101347","12255","24.00","4"
