"Aircraft Manufacturer","Aircraft Type","Aircraft Model Variant","Aircraft Variant Detail","Engine Manufacturer","Engine Type","Engine Model Variant","Engine Variant Detail","APU Full Name","Aircraft Registration Number","Aircraft Serial Number","Aircraft Status","Aircraft Delivery Date","Aircraft Lease Termination Date","Operator","Operator Region","Operator Country","Operator Phone","Operator Email","Registered Owner/Manager","In Service","On Order","Stored","Hours","Cycles","Age (Since Delivery)","Number of Engines for Operators"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/P","-","RA-73825","2998","In Service","01/23/2007","","Ural Airlines","Eastern Europe","Russia","+7-499-920-22-52","sales@uralairlines.ru (Sales/Mkt)","URAL AIRLINES","1",,,"55457","19838","18.90","2"
"Airbus","A321-200","200","211","CFM","CFM56","5B","5B3/P","-","RA-73438","3070","In Service","03/23/2007","","S7 Airlines","Eastern Europe","Russia","+7-495 -777-9999","-","S7 AIRLINES","1",,,"59972","21518","18.70","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/P","-","RA-73809","3107","In Service","04/26/2007","","Ural Airlines","Eastern Europe","Russia","+7-499-920-22-52","sales@uralairlines.ru (Sales/Mkt)","URAL AIRLINES","1",,,"62002","26399","18.70","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","9A-BTL","3337","In Service","12/11/2007","","Trade Air","Eastern Europe","Croatia","+385-1-626-5002","fly@trade-air.com (General)","TRADE AIR","1",,,"37489","23402","18.00","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","RA-73401","3473","In Service","04/14/2008","","S7 Airlines","Eastern Europe","Russia","+7-495 -777-9999","-","S7 AIRLINES","1",,,"66445","23193","17.70","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","RA-73197","3627","In Service","10/07/2008","","Rossiya Airlines JSC","Eastern Europe","Russia","+7-812 -704-3611","agency@rossiya-airlines.com (Sales/Mkt)","ROSSIYA AIRLINES","1",,,"44790","18067","17.20","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/3","-","RA-73673","3838","In Service","03/18/2009","","Aurora Airlines","Eastern Europe","Russia","+7-495-223-55-55","-","AURORA AIRLINES [RUSSIA]","1",,,"50290","21751","16.70","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","RA-73753","5614","In Service","05/28/2013","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","AEROFLOT RUSSIAN AIRLINES","1",,,"38632","17688","12.60","2"
"Airbus","A321-200","200","211(W)","CFM","CFM56","5B","5B3/3","-","RA-73414","5919","In Service","12/20/2013","","S7 Airlines","Eastern Europe","Russia","+7-495 -777-9999","-","S7 AIRLINES","1",,,"42108","12324","11.90","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","RA-73758","5982","In Service","02/21/2014","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","AEROFLOT RUSSIAN AIRLINES","1",,,"37415","16928","11.70","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","RA-73194","6017","In Service","03/13/2014","","Rossiya Airlines JSC","Eastern Europe","Russia","+7-812 -704-3611","agency@rossiya-airlines.com (Sales/Mkt)","ROSSIYA AIRLINES","1",,,"31690","13171","11.70","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/P","-","9A-BTI","2189","In Service","04/26/2004","","Trade Air","Eastern Europe","Croatia","+385-1-626-5002","fly@trade-air.com (General)","TRADE AIR","1",,,"59452","29131","21.70","2"
"Airbus","A319LR","LR","112LR","CFM","CFM56","5B","5B6/P","-","F-HDRA","2279","In Service","09/13/2004","","Amelia International","Eastern Europe","Slovenia","+386-59-032-920","contact@flyamelia.com","ITCL IRELAND LTD.","1",,,"52765","21323","21.20","2"
"Airbus","A319-100","100","114","CFM","CFM56","5A","5A5","-","RA-73682","2373","In Service","01/19/2005","","S7 Airlines","Eastern Europe","Russia","+7-495 -777-9999","-","S7 AIRLINES","1",,,"57913","29948","20.90","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/P","-","UK32073","2665","In Service","01/31/2006","","My Freighter","Eastern Europe","Uzbekistan","+998-55-518-88-88","info@myf.global","WILMINGTON TRUST SP SVCS (DUB) [TRUSTEE]","1",,,"47222","20722","19.90","2"
"Airbus","A321-200","200","211","CFM","CFM56","5B","5B3/P","-","RA-73437","2726","In Service","03/30/2006","","S7 Airlines","Eastern Europe","Russia","+7-495 -777-9999","-","S7 AIRLINES","1",,,"63098","22745","19.70","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/P","-","4K-AZ05","2788","In Service","06/12/2006","","Azerbaijan Airlines","Eastern Europe","Azerbaijan","+994-12-598-8880","info@swtravel.az","AZERBAIJAN AIRLINES","1",,,"39095","15158","19.50","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","RA-73418","3446","In Service","03/28/2008","","S7 Airlines","Eastern Europe","Russia","+7-495 -777-9999","-","S7 AIRLINES","1",,,"66751","23241","17.70","2"
"Airbus","A320-200","200","216","CFM","CFM56","5B","5B6/3","-","YR-ABC","3729","In Service","12/31/2008","","Air Baltic Corp. A.S.","Eastern Europe","Latvia","+371-6-720-7069","info@airbaltic.lv (General)","GREYLAG GOOSE LEASING 3729 DAC","1",,,"36680","27150","16.90","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","RA-73407","4150","In Service","12/18/2009","","S7 Airlines","Eastern Europe","Russia","+7-495 -777-9999","-","S7 AIRLINES","1",,,"62830","21822","15.90","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","UK32015","4485","In Service","12/21/2010","","Uzbekistan Airways","Eastern Europe","Uzbekistan","+998-71-140-4623","info@uzairways.com (Researcher)","UZBEKISTAN AIRWAYS","1",,,"36944","15716","15.10","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","RA-73744","4835","In Service","09/13/2011","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","AEROFLOT RUSSIAN AIRLINES","1",,,"44113","20108","14.20","2"
"Airbus","A319-100","100","112","CFM","CFM56","5B","5B6/3","-","9A-CTN","5085","In Service","03/22/2012","","Croatia Airlines Ltd.","Eastern Europe","Croatia","+385-1-667-6555","info@croatiaairlines.hr (General)","SIRIUS OPPORTUNITIES NO. 2 DAC","1",,,"33281","16002","13.70","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","RA-73403","5106","In Service","04/24/2012","","S7 Airlines","Eastern Europe","Russia","+7-495 -777-9999","-","S7 AIRLINES","1",,,"51481","18548","13.60","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","RA-73747","5565","In Service","04/02/2013","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","AEROFLOT RUSSIAN AIRLINES","1",,,"38589","17749","12.70","2"
"Airbus","A321-200","200","211","CFM","CFM56","5B","5B3/3","-","RA-73165","5720","In Service","08/14/2013","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","STATE TRANSPORT LEASING COMPANY","1",,,"32383","12180","12.30","2"
"Airbus","A321-200","200","211","CFM","CFM56","5B","5B3/3","-","RA-73164","5913","In Service","12/19/2013","12/18/2025","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","STATE TRANSPORT LEASING COMPANY","1",,,"33762","12848","11.90","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","RA-73756","5970","In Service","02/11/2014","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","AEROFLOT RUSSIAN AIRLINES","1",,,"36464","16401","11.80","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","RA-73757","5974","In Service","02/17/2014","02/17/2026","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","AEROFLOT RUSSIAN AIRLINES","1",,,"36806","16616","11.80","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","RA-73195","6022","In Service","03/24/2014","","Rossiya Airlines JSC","Eastern Europe","Russia","+7-812 -704-3611","agency@rossiya-airlines.com (Sales/Mkt)","ROSSIYA AIRLINES","1",,,"32532","13555","11.70","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","RA-73761","6060","In Service","04/17/2014","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","AEROFLOT RUSSIAN AIRLINES","1",,,"37062","16806","11.70","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","RA-73424","6171","In Service","07/02/2014","","S7 Airlines","Eastern Europe","Russia","+7-495 -777-9999","-","S7 AIRLINES","1",,,"41115","15013","11.40","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","YR-AGD","6350","In Service","12/18/2014","","AnimaWings","Eastern Europe","Romania","+40-21-210-16-87","b2b@animawings.com","MACQUARIE AEROSPACE IRELAND LTD.","1",,,"28862","12805","11.10","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","HA-LGA","10950","In Service","06/28/2022","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","DIA PULI LTD.","1",,,"6844","3023","3.40","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","HA-LGD","11022","Stored","09/19/2022","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","SATO AVIATION IRELAND LTD.",,,"1","4238","1603","3.20","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","HA-LGL","11030","In Service","09/30/2022","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WILMINGTON TRUST SP SVCS (DUB) [TRUSTEE]","1",,,"9318","3385","3.20","2"
"Airbus","A330-300","300","343E","Rolls-Royce","TRENT","700","772B-60","Honeywell (Garrett) GTCP331-350C","UK33031","1086","In Service","03/29/2010","","My Freighter","Eastern Europe","Uzbekistan","+998-55-518-88-88","info@myf.global","PASAK LEASING LTD.","1",,,"32511","11376","15.80","2"
"Airbus","A321-200","200","211(W)","CFM","CFM56","5B","5B3/3","-","RA-73416","6548","In Service","04/02/2015","","S7 Airlines","Eastern Europe","Russia","+7-495 -777-9999","-","S7 AIRLINES","1",,,"35464","9891","10.70","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-LGN","11869","In Service","07/02/2024","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","BLERIOT AVIATION FUNDING DAC","1",,,"5071","2385","1.40","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-LDA","12825","In Service","10/15/2025","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","AVIATION CAPITAL GROUP LLC","1",,,"0","0","0.20","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ1183","On Order","10/15/2026","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ1184","On Order","12/15/2026","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ1185","On Order","06/15/2027","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ1196","On Order","02/15/2029","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ1197","On Order","03/15/2031","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ1198","On Order","01/15/2031","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ1199","On Order","05/15/2031","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ1204","On Order","09/15/2031","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ1216","On Order","08/15/2032","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ1217","On Order","11/15/2032","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ1221","On Order","12/15/2032","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","RA-73179","6954","In Service","03/14/2016","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","AEROFLOT RUSSIAN AIRLINES","1",,,"29000","13380","9.80","2"
"Airbus","A330-300","300","343E","Rolls-Royce","TRENT","700","772B-60","Honeywell (Garrett) GTCP331-350C","RA-73788","1356","In Service","10/30/2012","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","AEROFLOT RUSSIAN AIRLINES","1",,,"50603","7417","13.10","2"
"Airbus","A220-300","300","371","Pratt & Whitney","PW1000G","N/A","(1521G-3)","Honeywell (Allied Signal) GTCP131-9C","YL-AAT","55055","In Service","09/20/2019","","Air Baltic Corp. A.S.","Eastern Europe","Latvia","+371-6-720-7069","info@airbaltic.lv (General)","FPG AMENTUM CAPITAL LTD.","1",,,"12556","7401","6.20","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","LZ-FBI","7264","In Service","09/20/2016","","Bulgaria Air","Eastern Europe","Bulgaria","+359-2-937-3243","office@air.bg","SKY HIGH LVIII LEASING COMPANY LTD.","1",,,"20736","9358","9.20","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","RA-73446","10540","Stored","09/13/2021","","S7 Airlines","Eastern Europe","Russia","+7-495 -777-9999","-","S7 AIRLINES",,,"1","5883","1452","4.20","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","HA-LZL","10700","In Service","03/11/2022","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","GY AVIATION LEASE 1821 COMPANY LTD.","1",,,"13735","6163","3.70","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","HA-LZO","10843","In Service","04/26/2022","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","JPA NO. 216 COMPANY LTD.","1",,,"7300","3265","3.60","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","HA-LZV","10922","Stored","07/26/2022","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WILMINGTON TRUST SP SVCS (DUB) [TRUSTEE]",,,"1","7129","2797","3.30","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","HA-LZU","10989","In Service","08/11/2022","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","FLIP NO. 273 COMPANY LTD.","1",,,"10084","4289","3.30","2"
"Airbus","A321-200","200","211(W)","CFM","CFM56","5B","5B3/3","-","RA-73729","7934","In Service","02/06/2018","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","AEROFLOT RUSSIAN AIRLINES","1",,,"23182","8926","7.80","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-LGO","11909","In Service","06/28/2024","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","CAVIC 66 DAC","1",,,"4983","2313","1.40","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","13052","On Order","04/15/2026","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ0175","On Order","11/15/2027","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ0179","On Order","04/15/2029","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ0193","On Order","07/15/2032","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ0198","On Order","05/15/2033","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ0199","On Order","07/15/2033","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ0204","On Order","08/15/2033","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","RA-73780","8188","In Service","04/27/2018","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","AEROFLOT RUSSIAN AIRLINES","1",,,"19762","9026","7.70","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","RA-73172","8234","In Service","06/07/2018","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","STATE TRANSPORT LEASING COMPANY","1",,,"21867","9257","7.50","2"
"Airbus","A220-300","300","371","Pratt & Whitney","PW1000G","N/A","(1521G-3)","Honeywell (Allied Signal) GTCP131-9C","YL-ABR","55240","In Service","08/31/2023","","Air Baltic Corp. A.S.","Eastern Europe","Latvia","+371-6-720-7069","info@airbaltic.lv (General)","AIR BALTIC","1",,,"5139","3220","2.20","2"
"Airbus","A220-300","300","371","Pratt & Whitney","PW1000G","N/A","(1521G-3)","Honeywell (Allied Signal) GTCP131-9C","YL-...","BT3064","On Order","10/15/2026","","Air Baltic Corp. A.S.","Eastern Europe","Latvia","+371-6-720-7069","info@airbaltic.lv (General)","AIR BALTIC",,"1",,"0","0","0.00","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","ES-MBG","8426","In Service","10/31/2018","","Marabu Airlines OÜ","Eastern Europe","Estonia","-","service@marabu.ee","JACKSON SQUARE AVIATION IRELAND LTD.","1",,,"12230","7696","7.10","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","RA-73433","8607","Stored","12/10/2018","","S7 Airlines","Eastern Europe","Russia","+7-495 -777-9999","-","S7 AIRLINES",,,"1","19403","4748","7.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","HA-LVC","8816","Stored","05/24/2019","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","DIA EGER LTD.",,,"1","16171","6840","6.50","2"
"Airbus","A321-200N","200N","251NX","CFM","LEAP","1A","1A32","-","RA-73839","9073","In Service","01/20/2020","","Ural Airlines","Eastern Europe","Russia","+7-499-920-22-52","sales@uralairlines.ru (Sales/Mkt)","URAL AIRLINES","1",,,"22732","6403","5.80","2"
"Airbus","A350-900","900","941","Rolls-Royce","TRENT","XWB","XWB-84","Honeywell HGT1700","RA-73152","0437","In Service","06/15/2021","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","AEROFLOT RUSSIAN AIRLINES","1",,,"12623","1805","4.70","2"
"Airbus","A321-200N","200N","271NX/LR","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","EI-KGD","9432","In Service","11/06/2020","","Air Astana JSC","Eastern Europe","Kazakhstan","+7-727-258-4136","-","STAR RISING AVIATION 40 LTD.","1",,,"19496","5055","5.20","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","HA-...","WZZ1244","On Order","07/15/2029","","Wizz Air Hungary, Ltd.","Eastern Europe","Hungary","+36-1-777-9300","info@wizzair.com","WIZZ AIR HUNGARY",,"1",,"0","0","0.00","2"
"Airbus","A220-300","300","371","Pratt & Whitney","PW1000G","N/A","(PW1524G-3)","Honeywell (Allied Signal) GTCP131-9C","LZ-...","ALC244","On Order","08/15/2028","","Bulgaria Air","Eastern Europe","Bulgaria","+359-2-937-3243","office@air.bg","UNDETERMINED",,"1",,"0","0","0.00","2"
"Airbus","A220-300","300","371","Pratt & Whitney","PW1000G","N/A","(1521G-3)","Honeywell (Allied Signal) GTCP131-9C","YL-...","BT3070","On Order","04/15/2027","","Air Baltic Corp. A.S.","Eastern Europe","Latvia","+371-6-720-7069","info@airbaltic.lv (General)","AIR BALTIC",,"1",,"0","0","0.00","2"
