"Aircraft Manufacturer","Aircraft Type","Aircraft Model Variant","Aircraft Variant Detail","Engine Manufacturer","Engine Type","Engine Model Variant","Engine Variant Detail","APU Full Name","Aircraft Registration Number","Aircraft Serial Number","Aircraft Status","Aircraft Delivery Date","Aircraft Lease Termination Date","Operator","Operator Region","Operator Country","Operator Phone","Operator Email","Registered Owner/Manager","In Service","On Order","Stored","Hours","Cycles","Age (Since Delivery)","Number of Engines for Operators"
"Airbus","A321-200N","200N","253NX","CFM","LEAP","1A","1A33","-","N.....","AA1394","On Order","09/15/2031","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","253NX","CFM","LEAP","1A","1A33","-","N.....","AA1407","On Order","07/15/2032","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A320-200","200","211","CFM","CFM56","5A","5A1","-","C-FDCA","232","In Service","10/03/1991","","Air Canada","North America","Canada","888-247-2262 (Customer Service)","-","AVOLON","1",,,"89032","35066","34.30","2"
"Airbus","A320-200","200","212","CFM","CFM56","5A","5A3","-","N375NC","1789","In Service","06/10/2002","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES","1",,,"64830","31235","23.60","2"
"Airbus","A319-100","100","112","CFM","CFM56","5B","5B6/P","-","N773XF","2012","In Service","08/15/2003","09/23/2031","American Airlines, Inc.","North America","United States","817-963-1234","-","WILMINGTON TRUST COMPANY [TRUSTEE]","1",,,"62837","32085","22.30","2"
"Airbus","A319-100","100","112","CFM","CFM56","5B","5B6/P","-","N306NV","2420","In Service","03/18/2005","","Allegiant Air","North America","United States","702-851-7300","customerrelations@allegiantair.com","SUNRISE ASSET MANAGEMENT LLC [NV-USA]","1",,,"54165","32464","20.70","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/P","-","N322NV","2528","In Service","08/02/2005","","Allegiant Air","North America","United States","702-851-7300","customerrelations@allegiantair.com","SUNRISE ASSET MANAGEMENT LLC [NV-USA]","1",,,"51212","34423","20.30","2"
"Airbus","A321-200","200","211","CFM","CFM56","5B","5B3/P","-","N543FA","2543","Stored","08/18/2005","","FTAI Aviation Ltd.","North America","United States","212-798-6128","ir@ftandi.com","UMB BANK [TRUSTEE]",,,"1","55483","31342","20.20","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/P","-","N327NV","2556","In Service","09/23/2005","","Allegiant Air","North America","United States","702-851-7300","customerrelations@allegiantair.com","SUNRISE ASSET MANAGEMENT LLC [NV-USA]","1",,,"53537","37854","20.20","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/P","-","N296NV","2674","In Service","03/24/2006","","Allegiant Air","North America","United States","702-851-7300","customerrelations@allegiantair.com","BANK OF UTAH [TRUSTEE]","1",,,"54192","19010","19.70","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/P","-","C-FCUG","2708","In Service","03/08/2006","","Air Canada","North America","Canada","888-247-2262 (Customer Service)","-","AVIATOR CAPITAL","1",,,"51093","30600","19.70","2"
"Airbus","A319-100","100","112","CFM","CFM56","5B","5B6/P","-","N324NV","2709","In Service","03/09/2006","","Allegiant Air","North America","United States","702-851-7300","customerrelations@allegiantair.com","SUNRISE ASSET MANAGEMENT LLC [NV-USA]","1",,,"51582","31412","19.70","2"
"Airbus","A319-100","100","111","CFM","CFM56","5B","5B5/P","-","N330NV","2786","In Service","06/01/2006","","Allegiant Air","North America","United States","702-851-7300","customerrelations@allegiantair.com","SUNRISE ASSET MANAGEMENT LLC [NV-USA]","1",,,"48827","37787","19.50","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","C-GFCI","3286","In Service","10/26/2007","","Air Canada Rouge","North America","Canada","514-393-3333","-","AVIATION CAPITAL GROUP LLC","1",,,"46013","27462","18.10","2"
"Airbus","A321-200","200","211","CFM","CFM56","5B","5B3/3","-","C-FGKZ","3401","In Service","02/19/2008","","Air Canada","North America","Canada","888-247-2262 (Customer Service)","-","AERCAP IRELAND CAPITAL LTD.","1",,,"47070","22136","17.70","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","SX-EBL","3460","Stored","04/15/2008","","FTAI Aviation Ltd.","North America","United States","212-798-6128","ir@ftandi.com","UMB BANK [TRUSTEE]",,,"1","47083","15369","17.70","2"
"Airbus","A321-200","200","211","CFM","CFM56","5B","5B3/3","-","C-GYGU","5328","In Service","12/19/2012","","Air Canada","North America","Canada","888-247-2262 (Customer Service)","-","AVIATION CAPITAL GROUP LLC","1",,,"22619","12827","12.90","2"
"Airbus","A321-200","200","211","CFM","CFM56","5B","5B3/3B1","-","N152UW","5588","In Service","05/17/2013","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES","1",,,"38617","15947","12.60","2"
"Airbus","A321-200","200","211","CFM","CFM56","5B","5B3/3B1","-","N153UW","5594","In Service","05/15/2013","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES","1",,,"37909","15760","12.60","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/3","-","N208NV","5640","In Service","06/12/2013","","Allegiant Air","North America","United States","702-851-7300","customerrelations@allegiantair.com","ALLEGIANT AIR","1",,,"25184","15635","12.50","2"
"Airbus","A321-200","200","211","CFM","CFM56","5B","5B3/3","-","C-GHPJ","5733","In Service","08/12/2013","","Air Canada Rouge","North America","Canada","514-393-3333","-","AIR CANADA","1",,,"30118","9362","12.30","2"
"Airbus","A321-200","200","211(W)","CFM","CFM56","5B","5B3/3","-","C-GHQG","6210","In Service","11/27/2014","","Air Canada Rouge","North America","Canada","514-393-3333","-","AIR CANADA","1",,,"30328","8963","11.30","2"
"Airbus","A321-200","200","211(W)","CFM","CFM56","5B","5B3/3","-","C-GHQI","6232","In Service","11/28/2014","","Air Canada Rouge","North America","Canada","514-393-3333","-","AIR CANADA","1",,,"30841","9146","11.20","2"
"Airbus","A321-200N","200N","253NY (XLR)","Pratt & Whitney","PW1000G","N/A","(1133GAR-JM)","-","N304NY","12448","On Order","10/15/2025","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.70","2"
"Airbus","A321-200N","200N","253NY (XLR)","Pratt & Whitney","PW1000G","N/A","(1133GAR-JM)","-","N.....","AA1283","On Order","03/15/2026","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","253NY (XLR)","Pratt & Whitney","PW1000G","N/A","(1133GAR-JM)","-","N.....","AA1298","On Order","10/15/2026","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","253NY (XLR)","Pratt & Whitney","PW1000G","N/A","(1133GAR-JM)","-","N.....","AA1300","On Order","11/15/2026","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","253NY (XLR)","Pratt & Whitney","PW1000G","N/A","(1133GAR-JM)","-","N.....","AA1320","On Order","07/15/2027","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","253NX","CFM","LEAP","1A","1A33","-","N.....","AA1325","On Order","09/15/2027","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","253NX","CFM","LEAP","1A","1A33","-","N.....","AA1331","On Order","11/15/2027","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","253NX","CFM","LEAP","1A","1A33","-","N.....","AA1338","On Order","05/15/2028","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","253NX","CFM","LEAP","1A","1A33","-","N.....","AA1339","On Order","05/15/2028","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","253NX","CFM","LEAP","1A","1A33","-","N.....","AA1340","On Order","06/15/2028","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","253NX","CFM","LEAP","1A","1A33","-","N.....","AA1345","On Order","10/15/2028","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","253NX","CFM","LEAP","1A","1A33","-","N.....","AA1358","On Order","07/15/2029","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","253NX","CFM","LEAP","1A","1A33","-","N.....","AA1364","On Order","11/15/2029","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","253NX","CFM","LEAP","1A","1A33","-","N.....","AA1381","On Order","11/15/2030","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","253NX","CFM","LEAP","1A","1A33","-","N.....","AA1382","On Order","12/15/2030","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","253NX","CFM","LEAP","1A","1A33","-","N.....","AA1390","On Order","06/15/2031","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","253NX","CFM","LEAP","1A","1A33","-","N.....","AA1398","On Order","12/15/2031","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A320-200N","200N","251N","CFM","LEAP","1A","1A26","-","N373FR","10451","In Service","03/16/2021","03/16/2033","Frontier Airlines, Inc.","North America","United States","800-265-5505","-","WILMINGTON TRUST COMPANY [TRUSTEE]","1",,,"14842","6998","4.70","2"
"Airbus","A320-200N","200N","251N","CFM","LEAP","1A","1A26","-","N379FR","10510","In Service","03/23/2021","03/23/2033","Frontier Airlines, Inc.","North America","United States","800-265-5505","-","BANK OF UTAH [TRUSTEE]","1",,,"14624","6835","4.70","2"
"Airbus","A321-200N","200N","271NY (XLR)","Pratt & Whitney","PW1000G","N/A","(1133GR-JM)","-","C-....","IL0460","On Order","09/15/2026","","Air Canada","North America","Canada","888-247-2262 (Customer Service)","-","UNDETERMINED",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NY (XLR)","Pratt & Whitney","PW1000G","N/A","(1133GR-JM)","-","N5004J","12606","On Order","10/15/2025","","JetBlue Airways Corp.","North America","United States","718-709-2202","corporatecommunications@jetblue.com","JETBLUE AIRWAYS",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","N....J","JB0326","On Order","10/15/2030","","JetBlue Airways Corp.","North America","United States","718-709-2202","corporatecommunications@jetblue.com","JETBLUE AIRWAYS",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","N....J","JB0329","On Order","05/15/2030","","JetBlue Airways Corp.","North America","United States","718-709-2202","corporatecommunications@jetblue.com","JETBLUE AIRWAYS",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","N....J","JB1502","On Order","03/15/2033","","JetBlue Airways Corp.","North America","United States","718-709-2202","corporatecommunications@jetblue.com","JETBLUE AIRWAYS",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","N....J","JB1541","On Order","02/15/2033","","JetBlue Airways Corp.","North America","United States","718-709-2202","corporatecommunications@jetblue.com","JETBLUE AIRWAYS",,"1",,"0","0","0.00","2"
"Airbus","A320-200N","200N","271N","Pratt & Whitney","PW1000G","N/A","(1127G-JM)","-","N950NK","10769","Stored","12/15/2021","","Spirit Airlines, Inc.","North America","United States","954-447-7965","-","BANK OF UTAH [TRUSTEE]",,,"1","10817","4600","3.90","2"
"Airbus","A330-300","300","323E","Pratt & Whitney","PW4000","100","100 (4168A-1D)","Honeywell (Garrett) GTCP331-350C","N816NW","0827","In Service","04/04/2007","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES","1",,,"81542","10755","18.70","2"
"Airbus","A330-300","300","343E","Rolls-Royce","TRENT","700","772B-60","Honeywell (Garrett) GTCP331-350C","C-GEFA","0997","In Service","03/27/2009","","Air Canada","North America","Canada","888-247-2262 (Customer Service)","-","AIRCASTLE LTD.","1",,,"65587","12750","16.70","2"
"Airbus","A320-200","200","214","CFM","CFM56","5B","5B4/P","-","N112US","1134","In Service","12/22/1999","","American Airlines, Inc.","North America","United States","817-963-1234","-","AMERICAN AIRLINES","1",,,"66607","38792","26.00","2"
"Airbus","A300C4-600R/F4-600R","C4-600R/F4-600R","B4-622R(F)","Pratt & Whitney","PW4000","94","94 (4158)","-","N729FD","657","In Service","09/30/1992","","FedEx Corp.","North America","United States","901-434-8100 (Media Contact)","info@fedex.com","FEDERAL EXPRESS","1",,,"46598","26217","33.30","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","N191NV","6704","In Service","08/05/2015","","Allegiant Air","North America","United States","702-851-7300","customerrelations@allegiantair.com","ALLEGIANT AIR","1",,,"22769","8941","10.30","2"
"Airbus","A321-200","200","211(W)","CFM","CFM56","5B","5B3/3","-","C-FJOU","6873","In Service","11/30/2015","","Air Canada Rouge","North America","Canada","514-393-3333","-","AVOLON","1",,,"27841","8730","10.00","2"
"Airbus","A220-300","300","371","Pratt & Whitney","PW1000G","N/A","(1521G-3)","Honeywell (Allied Signal) GTCP131-9C","N334DU","55374","In Service","08/11/2025","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES","1",,,"99","43","0.30","2"
"Airbus","A321-200","200","213(W)","CFM","CFM56","5B","5B2/3","-","N308DN","7233","In Service","08/12/2016","08/12/2028","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","UMB BANK [TRUSTEE]","1",,,"24150","11725","9.20","2"
"Airbus","A321-200","200","211(W)","CFM","CFM56","5B","5B3/3B1","-","C-GEZX","7237","In Service","08/05/2016","","Air Transat","North America","Canada","514-906-5196","information@airtransat.com","ALC AIRCRAFT LTD.","1",,,"19900","5855","9.20","2"
"Airbus","A220-300","300","371","Pratt & Whitney","PW1000G","N/A","(PW1524G-3)","Honeywell (Allied Signal) GTCP131-9C","C-....","AC3048","On Order","05/15/2027","","Air Canada","North America","Canada","888-247-2262 (Customer Service)","-","AIR CANADA",,"1",,"0","0","0.00","2"
"Airbus","A320-200","200","214(W)","CFM","CFM56","5B","5B4/3","-","N235FR","7272","In Service","09/08/2016","09/09/2028","Frontier Airlines, Inc.","North America","United States","800-265-5505","-","UMB BANK [TRUSTEE]","1",,,"30066","13331","9.20","2"
"Airbus","A321-200","200","211(W)","CFM","CFM56","5B","5B3/3B1","-","N714FR","7294","In Service","09/07/2016","09/08/2028","Frontier Airlines, Inc.","North America","United States","800-265-5505","-","BANK OF UTAH [TRUSTEE]","1",,,"28072","12143","9.20","2"
"Airbus","A321-200N","200N","271NY (XLR)","Pratt & Whitney","PW1000G","N/A","(1133GR-JM)","-","N....J","JB1560","On Order","10/15/2033","","JetBlue Airways Corp.","North America","United States","718-709-2202","corporatecommunications@jetblue.com","JETBLUE AIRWAYS",,"1",,"0","0","0.00","2"
"Airbus","A321-200","200","213(W)","CFM","CFM56","5B","5B2/3","-","N315DN","7436","In Service","12/06/2016","12/06/2028","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","BANK OF UTAH [TRUSTEE]","1",,,"26296","12082","9.00","2"
"Airbus","A319-100","100","114","CFM","CFM56","5A","5A5","-","N353NB","1828","In Service","10/25/2002","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES","1",,,"60741","30984","23.20","2"
"Airbus","A321-200","200","213(W)","CFM","CFM56","5B","5B2/3","-","N330DX","7896","In Service","12/06/2017","04/17/2035","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","BANK OF UTAH [TRUSTEE]","1",,,"24188","10414","8.00","2"
"Airbus","A320-200N","200N","251N","CFM","LEAP","1A","1A26","-","N323FR","7925","In Service","12/04/2017","06/01/2030","Frontier Airlines, Inc.","North America","United States","800-265-5505","-","WILMINGTON TRUST COMPANY [TRUSTEE]","1",,,"24482","11025","8.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","N501DA","10437","In Service","03/22/2022","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES","1",,,"14675","3504","3.70","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","N530DE","11245","In Service","02/08/2023","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES","1",,,"11156","2712","2.80","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","N515DE","11141","In Service","12/27/2022","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES","1",,,"11685","2827","2.90","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","N521DT","11082","In Service","11/14/2022","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES","1",,,"12417","3035","3.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","N533DT","11362","In Service","08/30/2023","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES","1",,,"8870","2171","2.20","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","N589DT","12417","In Service","02/26/2025","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES","1",,,"2037","530","0.70","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","N.....","12769","On Order","11/15/2025","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","N.....","DL1213","On Order","09/15/2027","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","N.....","DL1215","On Order","11/15/2027","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","N516DA","11004","In Service","10/20/2022","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES","1",,,"12599","3054","3.10","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","N512DE","11069","In Service","12/19/2022","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES","1",,,"11809","2855","3.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","N548DN","11620","In Service","01/16/2024","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES","1",,,"7319","1715","1.90","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","N.....","DL1258","On Order","11/15/2026","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133G-JM)","-","N.....","DL1272","On Order","10/15/2027","","Delta Air Lines, Inc.","North America","United States","404-715-2600","-","DELTA AIR LINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","N...FR","FT0077","On Order","12/15/2029","","Frontier Airlines, Inc.","North America","United States","800-265-5505","-","FRONTIER AIRLINES",,"1",,"0","0","0.00","2"
"Airbus","A321-200N","200N","271NX","Pratt & Whitney","PW1000G","N/A","(1133GA-JM)","-","N...FR","FT0082","On Order","05/15/2030","","Frontier Airlines, Inc.","North America","United States","800-265-5505","-","FRONTIER AIRLINES",,"1",,"0","0","0.00","2"
