"Aircraft Manufacturer","Aircraft Type","Aircraft Model Variant","Aircraft Variant Detail","Engine Manufacturer","Engine Type","Engine Model Variant","Engine Variant Detail","APU Full Name","Aircraft Registration Number","Aircraft Serial Number","Aircraft Status","Aircraft Delivery Date","Aircraft Lease Termination Date","Operator","Operator Region","Operator Country","Operator Phone","Operator Email","Registered Owner/Manager","In Service","On Order","Stored","Hours","Cycles","Age (Since Delivery)","Number of Engines for Operators"
"Boeing","737-500","500","524(W)","CFM","CFM56","3","3C1","-","RA-73042","28925","In Service","08/20/1998","","UTair Aviation JSC","Eastern Europe","Russia","+7-495-745-40-78 (Investor Relations)","pr@utair.com (Corporate Communications)","UTAIR AVIATION","1",,,"25857","13619","27.30","2"
"Boeing","737-500","500","524","CFM","CFM56","3","3C1","-","RA-73043","28926","Stored","08/31/1998","","UTair Aviation JSC","Eastern Europe","Russia","+7-495-745-40-78 (Investor Relations)","pr@utair.com (Corporate Communications)","UTAIR AVIATION",,,"1","24185","13002","27.20","2"
"Boeing","737-800","800","8Q8(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","SP-ESK","30693","In Service","12/18/2003","","Enter Air Sp. z o.o.","Eastern Europe","Poland","+48-22-355 15 70","sales@enterair.pl","SASOF IV (D) AVIATION IRELAND DAC","1",,,"48916","25114","22.00","2"
"Boeing","737-700","700","76N(W)","CFM","CFM56","7B","7B22","Honeywell (Allied Signal) GTCP131-9B","RA-73263","32684","Stored","03/10/2006","","Yakutia","Eastern Europe","Russia","+7-4112-443060","office@yakutia.aero","YAKUTIA AIRLINES",,,"1","37838","30369","19.70","2"
"Boeing","737-800","800","89P(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","SP-LWD","32802","In Service","06/14/2005","","LOT Polish Airlines S.A.","Eastern Europe","Poland","+48-22-577-77-55","lot_info@lot.pl","AERCAP IRELAND LTD.","1",,,"53515","30663","20.50","2"
"Boeing","737-800","800","8Z9(W)","CFM","CFM56","7B","7B27","Honeywell (Allied Signal) GTCP131-9B","YR-HLC","33833","In Service","04/06/2005","","Hello Jets S.A.","Eastern Europe","Romania","-","acmi@hellojets.com","FTAI AVIATION IRELAND LTD.","1",,,"54609","23525","20.70","2"
"Boeing","737-900ER","900ER","9GJER(W)","CFM","CFM56","7B","7B27","-","OK-TSM","34952","In Service","11/07/2007","","Smartwings, a.s.","Eastern Europe","Czech Republic","+420-220-115069","-","SASOF III (A8) AVIATION IRELAND DAC","1",,,"51586","24234","18.10","2"
"Boeing","737-800","800","8EH(W)","CFM","CFM56","7B","7B27/3B1","Honeywell (Allied Signal) GTCP131-9B","RA-73698","35828","In Service","09/17/2009","","UTair Aviation JSC","Eastern Europe","Russia","+7-495-745-40-78 (Investor Relations)","pr@utair.com (Corporate Communications)","UTAIR AVIATION","1",,,"38180","25509","16.20","2"
"Boeing","737-800","800","82K(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","EZ-A004","36088","In Service","02/20/2007","","Turkmenistan Airlines","Eastern Europe","Turkmenistan","+993-+44-844-5852065","info@turkmenhowayollary.gov.tm","TURKMENISTAN AIRLINES","1",,,"0","0","18.80","2"
"Boeing","737-800","800","8HC(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","YR-HLA","36529","In Service","04/08/2008","","Hello Jets S.A.","Eastern Europe","Romania","-","acmi@hellojets.com","ALC B378 36529 LLC","1",,,"56872","22861","17.70","2"
"Boeing","737-800","800","8FN(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","OK-TVL","37076","In Service","01/25/2010","","Smartwings, a.s.","Eastern Europe","Czech Republic","+420-220-115069","-","HORIZON AVIATION 3 LTD.","1",,,"47591","16512","15.90","2"
"Boeing","737-800","800","8Q8(W)","CFM","CFM56","7B","7B26/3","Honeywell (Allied Signal) GTCP131-9B","RA-73360","37159","In Service","04/16/2009","","S7 Airlines","Eastern Europe","Russia","+7-495 -777-9999","-","S7 AIRLINES","1",,,"55493","25251","16.70","2"
"Boeing","737-800","800","84R(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","4L-GTO","38120","In Service","05/24/2012","","Georgian Airways","Eastern Europe","Georgia","+995-322-999180","info@georgian-airways.com","VARANGIAN LEASING LLC","1",,,"33594","14596","13.60","2"
"Boeing","737-800","800","8LJ(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","RA-73301","39950","In Service","10/30/2014","","Pobeda","Eastern Europe","Russia","+7-499-215-23-00","-","POBEDA","1",,,"14","5","11.20","2"
"Boeing","737-800","800","8H6(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","YR-BGL","40145","In Service","04/04/2013","","Tarom S.A.","Eastern Europe","Romania","+40-21-317-4444 (Call center)","contact@tarom.ro","ALTAVAIR AIRFINANCE","1",,,"30027","17132","12.70","2"
"Boeing","737-800","800","8H6(W)","CFM","CFM56","7B","7B24E","Honeywell (Allied Signal) GTCP131-9B","UR-SQF","40151","In Service","10/09/2013","","SkyUp Airlines","Eastern Europe","Ukraine","+380-44-331-30-00","info@skyup.aero","BCC EQUIPMENT LEASING CORPORATION","1",,,"0","0","12.20","2"
"Boeing","737-800","800","82R(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","UP-B3731","40724","In Service","03/09/2011","","SCAT Airlines","Eastern Europe","Kazakhstan","+7-752-455010","scat@scat.kz","AIR LEASE CORPORATION","1",,,"35576","22794","14.70","2"
"Boeing","737-800","800","82R(W)","CFM","CFM56","7B","7B26","Honeywell (Allied Signal) GTCP131-9B","RA-73317","40874","In Service","06/25/2010","","Nordwind Airlines","Eastern Europe","Russia","+7-495-730-4330  (General)","nws@nordwindairlines.ru (General)","NORDWIND AIRLINES","1",,,"24375","16149","15.40","2"
"Boeing","737-800","800","8LJ(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","RA-73119","41199","In Service","05/09/2014","05/08/2026","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","VTB LEASING","1",,,"31989","9706","11.60","2"
"Boeing","737-800","800","8LJ(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","RA-73189","41202","In Service","12/18/2014","","Rossiya Airlines JSC","Eastern Europe","Russia","+7-812 -704-3611","agency@rossiya-airlines.com (Sales/Mkt)","VTB LEASING","1",,,"12870","5830","11.00","2"
"Boeing","737-800","800","8FZ(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","RA-73298","41991","In Service","04/17/2014","","Pobeda","Eastern Europe","Russia","+7-499-215-23-00","-","POBEDA","1",,,"5","2","11.70","2"
"Boeing","747-400SF","400SF","444(BCF)","Rolls-Royce","RB211","524GH","524HT","-","ER-BYK","25152","In Service","06/28/1991","","Terra Avia","Eastern Europe","Moldova","+373-22-999803","office@terraavia.com","AQUILINE INTERNATIONAL CORPORATION LTD.","1",,,"86054","13868","34.50","4"
"Boeing","747-400F","400F","412F","Pratt & Whitney","PW4000","94","94 (4056)","-","ER-BBJ","26558","Stored","09/03/1998","","AEROTRANSCARGO","Eastern Europe","Moldova","+373-22-526-813","info@atc-md.aero","AEROTRANSCARGO [MOLDOVA]",,,"1","82455","14909","27.20","4"
"Boeing","747-400F","400F","4R7F","Rolls-Royce","RB211","524GH","524G/H-T","-","4K-SW008","29732","In Service","09/29/1999","","Silk Way West Airlines","Eastern Europe","Azerbaijan","+994-12-437 4763","silkwaywest@silkwayltd.com","SILK WAY WEST AIRLINES","1",,,"67137","12770","26.20","4"
"Boeing","747-400F","400F","467F","Rolls-Royce","RB211","524GH","524G/H-T","-","4K-BCI","32571","In Service","04/18/2001","","Silk Way West Airlines","Eastern Europe","Azerbaijan","+994-12-437 4763","silkwaywest@silkwayltd.com","COUGAR LTD.","1",,,"42751","6754","24.70","4"
"Boeing","747-8F","8F","867F","GE","GENX","2","2B67","Pratt & Whitney Canada 901C","VQ-BVR","60687","Stored","10/10/2014","","AirBridge Cargo Airlines","Eastern Europe","Russia","+7-495-7862613, x851","info@airbridgecargo.com","AIRBRIDGE CARGO AIRLINES",,,"1","31936","5833","11.20","4"
"Boeing","757-200F/PF/C/combi","200F/PF/C/combi","28A(F)","Rolls-Royce","RB211","535","535E4","-","4L-GEG","25622","In Service","03/10/1993","","Airline Geosky LLC","Eastern Europe","Georgia","+995-322-777-400","info@airgeosky.ge","AFG AVIATION IRELAND LTD.","1",,,"63660","18268","32.70","2"
"Boeing","757-200F/PF/C/combi","200F/PF/C/combi","223(F)(W)","Rolls-Royce","RB211","535","535E4-B","-","RA-73355","27054","In Service","04/21/1995","","Aviastar-Tu Airline","Eastern Europe","Russia","+7-496-483-4513","cd@aviastartu.ru","AVIASTAR-TU","1",,,"60752","20735","30.70","2"
"Boeing","757-200","200","231","Pratt & Whitney","PW2000","N/A","-2037","Honeywell (Garrett) GTCP331-200","RA-73473","30338","Stored","10/12/1999","","Azur Air","Eastern Europe","Russia","+7-495-909-02-82","info.ru@azurair.ru","AZUR AIR",,,"1","18698","8777","26.20","2"
"Boeing","767-300F/ER","300F/ER","306ER(F)","GE","CF6","80C2","80C2B6F","-","4L-MLG","27611","In Service","10/31/1996","","Georgian Airlines LLC","Eastern Europe","Georgia","+995-322-15-75-28","office@georgian-airlines.com","WILMINGTON TRUST COMPANY [TRUSTEE]","1",,,"85258","24323","29.10","2"
"Boeing","767-300ER","300ER","3Q8ER(W)","Pratt & Whitney","PW4000","94","94 (4062)","-","RA-73033","27618","Stored","11/24/1998","","Azur Air","Eastern Europe","Russia","+7-495-909-02-82","info.ru@azurair.ru","AZUR AIR",,,"1","72845","8871","27.10","2"
"Boeing","777-300","300","312","Rolls-Royce","TRENT","800","892-17","Honeywell (Allied Signal) GTCP331-500","RA-73280","28534","In Service","01/28/1999","","Rossiya Airlines JSC","Eastern Europe","Russia","+7-812 -704-3611","agency@rossiya-airlines.com (Sales/Mkt)","VEB-LEASING","1",,,"58293","14232","26.80","2"
"Boeing","777-300ER","300ER","31HER","GE","GE90","115B","115B","Honeywell (Allied Signal) GTCP331-500","RA-73274","32706","Stored","03/25/2005","","Rossiya Airlines JSC","Eastern Europe","Russia","+7-812 -704-3611","agency@rossiya-airlines.com (Sales/Mkt)","ROSSIYA AIRLINES",,,"1","59306","11570","20.70","2"
"Boeing","777-300ER","300ER","3M0ER","GE","GE90","115B","115B","Honeywell (Allied Signal) GTCP331-500","RA-73138","41681","In Service","03/28/2013","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","AEROFLOT RUSSIAN AIRLINES","1",,,"46206","6308","12.70","2"
"Boeing","787-8","8","8","GE","GENX","1","1B64","Hamilton Sundstrand APS5000","VP-BBS","37921","In Service","12/22/2014","","Azerbaijan Airlines","Eastern Europe","Azerbaijan","+994-12-598-8880","info@swtravel.az","MSN 37920-37921 LTD.","1",,,"21314","4615","11.00","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","SP-RKO","44702","In Service","06/02/2015","","Buzz","Eastern Europe","Poland","+48-703-303-033","-","AVIATION FINANCE & LEASING SARL","1",,,"30867","16630","10.50","2"
"Boeing","737-800","800","8LJ(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","RA-73122","41204","In Service","02/24/2015","02/23/2026","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","VTB LEASING","1",,,"30825","9605","10.70","2"
"Boeing","777-300ER","300ER","3M0ER","GE","GE90","115B","115B","Honeywell (Allied Signal) GTCP331-500","RA-73135","41685","In Service","03/27/2015","05/27/2027","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","STATE TRANSPORT LEASING COMPANY","1",,,"38103","5200","10.70","2"
"Boeing","737-800","800","8LJ(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","RA-73124","41209","In Service","06/29/2015","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","VTB LEASING","1",,,"27850","8766","10.40","2"
"Boeing","737-800","800","8LJ(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","RA-73093","41215","In Service","01/21/2016","01/20/2028","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","VTB LEASING","1",,,"27268","8430","9.90","2"
"Boeing","737-800","800","8LJ(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","RA-73094","41216","In Service","02/10/2016","02/10/2028","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","VTB LEASING","1",,,"26804","8000","9.80","2"
"Boeing","737-800","800","8AS(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","SP-RKD","44736","In Service","04/21/2016","","Buzz","Eastern Europe","Poland","+48-703-303-033","-","AVIATION FINANCE & LEASING SARL","1",,,"27202","15723","9.70","2"
"Boeing","747-8F","8F","83QF","GE","GENX","2","2B67","Pratt & Whitney Canada 901C","VQ-BBM","62709","In Service","03/31/2017","","Silk Way West Airlines","Eastern Europe","Azerbaijan","+994-12-437 4763","silkwaywest@silkwayltd.com","62709 LTD.","1",,,"0","0","9.60","4"
"Boeing","737-800","800","800(W)","CFM","CFM56","7B","7B27E","Honeywell (Allied Signal) GTCP131-9B","RA-73104","44443","In Service","03/27/2017","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","SBERBANK LEASING","1",,,"22470","7145","8.70","2"
"Boeing","737-800","800","800(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","SP-RSV","44777","In Service","03/28/2017","","Buzz","Eastern Europe","Poland","+48-703-303-033","-","AVIATION FINANCE & LEASING SARL","1",,,"23906","13826","8.70","2"
"Boeing","737-800","800","800(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","SP-RKL","44786","In Service","04/25/2017","","Buzz","Eastern Europe","Poland","+48-703-303-033","-","AVIATION FINANCE & LEASING SARL","1",,,"23556","13628","8.70","2"
"Boeing","737-800","800","800(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","RA-73108","41233","In Service","08/01/2017","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","VTB LEASING","1",,,"20425","6666","8.40","2"
"Boeing","737-800","800","800(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","RA-73306","61800","In Service","10/20/2017","","Pobeda","Eastern Europe","Russia","+7-499-215-23-00","-","POBEDA","1",,,"0","0","8.20","2"
"Boeing","737-800","800","800(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","RA-73303","61789","In Service","11/14/2017","","Pobeda","Eastern Europe","Russia","+7-499-215-23-00","-","POBEDA","1",,,"0","0","8.10","2"
"Boeing","737-800","800","800(W)","CFM","CFM56","7B","7B27E","Honeywell (Allied Signal) GTCP131-9B","RA-73101","44441","In Service","11/21/2017","","Aeroflot Russian Airlines","Eastern Europe","Russia","+7-495-155-6643","callcenter@aeroflot.ru","SBERBANK LEASING","1",,,"19871","6504","8.10","2"
"Boeing","737-800","800","800(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","SP-RSH","44842","In Service","06/01/2018","","Buzz","Eastern Europe","Poland","+48-703-303-033","-","RYANAIR","1",,,"21397","11155","7.60","2"
"Boeing","737-800","800","800(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","SP-RSC","44843","In Service","05/11/2018","","Buzz","Eastern Europe","Poland","+48-703-303-033","-","RYANAIR","1",,,"21666","11352","7.60","2"
"Boeing","787-8","8","8","GE","GENX","1","1B64","Hamilton Sundstrand APS5000","UK78703","37982","In Service","05/14/2018","","Uzbekistan Airways","Eastern Europe","Uzbekistan","+998-71-140-4623","info@uzairways.com (Researcher)","UZBEKISTAN AIRWAYS","1",,,"0","0","8.00","2"
"Boeing","787-9","9","9","Rolls-Royce","TRENT","1000","1000-J3","Hamilton Sundstrand APS5000","SP-LSB","38084","In Service","05/03/2018","","LOT Polish Airlines S.A.","Eastern Europe","Poland","+48-22-577-77-55","lot_info@lot.pl","AVIATION CAPITAL GROUP LLC","1",,,"23545","2639","7.70","2"
"Boeing","737-800","800","800(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","RA-73241","41226","In Service","06/20/2018","06/19/2030","Pobeda","Eastern Europe","Russia","+7-499-215-23-00","-","AVIA CAPITAL-SERVICE LLC","1",,,"8443","3031","7.50","2"
"Boeing","737-800","800","800(W)","CFM","CFM56","7B","7B26E","Honeywell (Allied Signal) GTCP131-9B","RA-73227","64864","In Service","10/29/2018","","Pobeda","Eastern Europe","Russia","+7-499-215-23-00","-","SBERBANK LEASING","1",,,"0","0","7.20","2"
"Boeing","737 Max 8","Max 8","MAX 8","CFM","LEAP","1B","1B25","-","EW-528PA","43344","In Service","04/07/2021","","Belavia","Eastern Europe","Belarus","+375-17-220-2555 (Information)","support@belavia.by","AIR LEASE CORPORATION","1",,,"9179","2367","6.50","2"
"Boeing","737 Max 8","Max 8","MAX 8","CFM","LEAP","1B","1B27","-","SP-LVS","61864","In Service","02/14/2023","","LOT Polish Airlines S.A.","Eastern Europe","Poland","+48-22-577-77-55","lot_info@lot.pl","BENNU AVIATION CAPITAL LTD.","1",,,"3859","1961","6.20","2"
"Boeing","787-9","9","9","Rolls-Royce","TRENT","1000","1000-J3","Hamilton Sundstrand APS5000","SP-LSG","62144","In Service","10/30/2019","10/30/2031","LOT Polish Airlines S.A.","Eastern Europe","Poland","+48-22-577-77-55","lot_info@lot.pl","AVOLON","1",,,"24460","2784","6.20","2"
"Boeing","737 Max 7","Max 7","MAX 7","CFM","LEAP","1B","1B25","-","UR-...","66537","On Order","02/15/2029","","SkyUp Airlines","Eastern Europe","Ukraine","+380-44-331-30-00","info@skyup.aero","SKYUP AIRLINES",,"1",,"0","0","0.00","2"
"Boeing","737 Max 8","Max 8","MAX 8","CFM","LEAP","1B","1B27","-","EY-...","66655","On Order","11/15/2026","","Somon Air","Eastern Europe","Tajikistan","+992-44-640-4050","info@somonair.com","UNDETERMINED",,"1",,"0","0","0.00","2"
"Boeing","777-200F/LR","200F/LR","200F","GE","GE90","110B","110B1","-","VP-B..","66631","On Order","06/15/2100","","AirBridge Cargo Airlines","Eastern Europe","Russia","+7-495-7862613, x851","info@airbridgecargo.com","UNDETERMINED",,"1",,"0","0","0.00","2"
"Boeing","737 Max 8","Max 8","MAX 8","CFM","LEAP","1B","1B27","-","UP-B3746","61832","On Order","11/15/2025","","SCAT Airlines","Eastern Europe","Kazakhstan","+7-752-455010","scat@scat.kz","UNDETERMINED",,"1",,"0","0","0.20","2"
"Boeing","737 Max 8","Max 8","MAX 8","CFM","LEAP","1B","1B27","-","4K-....","64021","On Order","08/15/2026","","Silk Way Airlines","Eastern Europe","Azerbaijan","+994-12-493-3860","silkwayltd@silkwayltd.com (General)","SILK WAY AIRLINES",,"1",,"0","0","0.00","2"
"Boeing","737 Max 8","Max 8","MAX 8","CFM","LEAP","1B","1B27","-","4K-....","64029","On Order","01/15/2029","","Silk Way Airlines","Eastern Europe","Azerbaijan","+994-12-493-3860","silkwayltd@silkwayltd.com (General)","SILK WAY AIRLINES",,"1",,"0","0","0.00","2"
"Boeing","737 Max 10","Max 10","MAX 10","CFM","LEAP","1B","1B28","-","UR-...","65827","On Order","08/15/2030","","SkyUp Airlines","Eastern Europe","Ukraine","+380-44-331-30-00","info@skyup.aero","SKYUP AIRLINES",,"1",,"0","0","0.00","2"
"Boeing","737 Max 8","Max 8","MAX 8","CFM","LEAP","1B","1B25","-","VQ-B..","66053","On Order","06/15/2100","","UTair Aviation JSC","Eastern Europe","Russia","+7-495-745-40-78 (Investor Relations)","pr@utair.com (Corporate Communications)","UTAIR AVIATION",,"1",,"0","0","0.00","2"
"Boeing","737 Max 8","Max 8","MAX 8","CFM","LEAP","1B","1B25","-","VQ-B..","66055","On Order","06/15/2100","","UTair Aviation JSC","Eastern Europe","Russia","+7-495-745-40-78 (Investor Relations)","pr@utair.com (Corporate Communications)","UTAIR AVIATION",,"1",,"0","0","0.00","2"
"Boeing","737 Max 8","Max 8","MAX 8","CFM","LEAP","1B","1B27","-","SP-LVI","43326","In Service","09/01/2021","","LOT Polish Airlines S.A.","Eastern Europe","Poland","+48-22-577-77-55","lot_info@lot.pl","ALC BLARNEY AIRCRAFT LTD.","1",,,"9365","3800","4.40","2"
"Boeing","787-8","8","8","Rolls-Royce","TRENT","1000","1000-J3","Hamilton Sundstrand APS5000","P4-...","39351","On Order","05/15/2027","","Air Astana JSC","Eastern Europe","Kazakhstan","+7-727-258-4136","-","AIR ASTANA",,"1",,"0","0","0.00","2"
"Boeing","777-200F/LR","200F/LR","200F","GE","GE90","110B","110B1","-","VP-B..","67458","On Order","02/15/2027","","Silk Way West Airlines","Eastern Europe","Azerbaijan","+994-12-437 4763","silkwaywest@silkwayltd.com","SILK WAY WEST AIRLINES",,"1",,"0","0","0.00","2"
"Boeing","737-400","400","405","CFM","CFM56","3","3C1","-","LZ-GPB","24644","In Service","10/24/1990","","GP Aviation Ltd.","Eastern Europe","Bulgaria","-","service.center@gp-aviation.ch","AEROTRON LTD.","1",,,"53821","49814","35.20","2"
"Boeing","737-300","300","341","CFM","CFM56","3","3B2","-","LZ-BOO","26852","In Service","05/20/1992","","Bulgaria Air","Eastern Europe","Bulgaria","+359-2-937-3243","office@air.bg","BUL AIR","1",,,"52599","40415","33.70","2"
"Boeing","737-300","300","3L9","CFM","CFM56","3","3B2","-","LY-BGS","27061","In Service","09/25/1992","","Klasjet","Eastern Europe","Lithuania","+370-609-66066","sales@klasjet.aero","KLASJET","1",,,"66205","44667","33.30","2"
"Boeing","737-500","500","524(W)","CFM","CFM56","3","3C1","-","RA-73036","27316","In Service","02/11/1994","","UTair Aviation JSC","Eastern Europe","Russia","+7-495-745-40-78 (Investor Relations)","pr@utair.com (Corporate Communications)","UTAIR AVIATION","1",,,"43004","22454","31.80","2"
"Boeing","737-300","300","33A","CFM","CFM56","3","3B2","-","EX-37012","27463","In Service","11/22/1996","","Avia Traffic Co.","Eastern Europe","Kyrgyzstan","+996-312-544 788","-","AVIA TRAFFIC COMPANY","1",,,"44222","27375","29.10","2"
"Boeing","737-400F","400F","45D(F)","CFM","CFM56","3","3C1","-","P4-JMD","27914","In Service","07/12/1996","","Cerium Air","Eastern Europe","Kazakhstan","+7-702-000-9153","info@cerium.kz","WORLD STAR AVIATION","1",,,"60074","29291","29.40","2"
"Boeing","737-300","300","3H4(W)","CFM","CFM56","3","3B1","-","LZ-BVT","28037","In Service","01/19/1996","","Bul Air","Eastern Europe","Bulgaria","+359-2-4020-362","office@bul.air.bg","BUL AIR","1",,,"68223","53698","29.90","2"
"Boeing","737-700","700","78J(W)","CFM","CFM56","7B","7B24","Honeywell (Allied Signal) GTCP131-9B","YR-BGF","28440","In Service","03/27/2001","","Tarom S.A.","Eastern Europe","Romania","+40-21-317-4444 (Call center)","contact@tarom.ro","TAROM","1",,,"65582","31917","24.70","2"
"Boeing","737-400","400","45S","CFM","CFM56","3","3C1","-","RA-73066","28474","In Service","05/18/1998","","UTair Aviation JSC","Eastern Europe","Russia","+7-495-745-40-78 (Investor Relations)","pr@utair.com (Corporate Communications)","UTAIR AVIATION","1",,,"33982","19056","27.60","2"
"Boeing","737-400","400","45S","CFM","CFM56","3","3C1","-","RA-73067","28476","In Service","03/19/1999","","UTair Aviation JSC","Eastern Europe","Russia","+7-495-745-40-78 (Investor Relations)","pr@utair.com (Corporate Communications)","UTAIR AVIATION","1",,,"31290","17717","26.70","2"
"Boeing","737-300","300","33R","CFM","CFM56","3","3C1","-","RA-73259","28871","In Service","07/02/1997","","NordStar Airline","Eastern Europe","Russia","+7-495-783-0044","info@nordstar.su","NORDSTAR AIRLINES","1",,,"26105","26779","28.40","2"
